idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_bleu_score	gpt_4o_bleu_score	ollama_bleu_score
1417	[[0.9012518]]	Pfaff is mentioned in the Bollywood film Netaji Subhas Chandra Bose: The Forgotten Hero.	বলিউড চলচ্চিত্র নেতাজি সুভাষ চন্দ্র বোস: দ্য ফরগট্‌ন হিরোতে পাফকে উল্লেখ করা হয়েছে।	0.9012518	True	True	পফ বলিউড চলচ্চিত্র 'নেতাজী সুভাষ চন্দ্র বোস: দি ফরগটেন হিরো' এ উল্লেখ করা হয়।	বলিউড চলচ্চিত্র নেতাজি সুভাষ চন্দ্র বোস: দ্য ফরগটেন হিরো-তে পফ-এর উল্লেখ করা হয়েছে।	পফ্ফ বলিউড চলচ্চিত্র নেতাজি সুভাষ চন্দ্র বসু: দ্য ফরগটেন হিরোতে উল্লেখ করা হয়েছে।	0.22	0.62	0.4
1428	[[0.9079902]]	The Prime Minister, Shri Narendra Modi spoke to Tamil Nadu Chief Minister Thiru Edappadi K.Palaniswami and discussed the situation in the wake of the cyclone and heavy rainfall in parts of the state	প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী তামিলনাড়ুর মুখ্যমন্ত্রী থিরু এঢ়াপ্পডি কে পালানীস্বামীর সঙ্গে কথা বলেছেন এবং রাজ্যে ঘূর্ণিঝড় ও প্রবল বৃষ্টিপাতের ফলে উদ্ভুত পরিস্থিতি নিয়ে আলোচনা করেছেন	0.9079902	True	True	প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী তামিলনাড়ুর প্রধানমন্ত্রী থিরু এডাপাডি কে. পালানিসোয়ামির সাথে কথা বলেন এবং রাজ্যের কিছু অংশে সাইক্লোন এবং ভারী বৃষ্টিপাতের পরিস্থিতি নিয়ে আলোচনা করেন।	প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদি তামিলনাড়ুর মুখ্যমন্ত্রী থিরু এডাপাডি কে. পালানিস্বামীর সঙ্গে কথা বলেছেন এবং রাজ্যের কিছু অংশে সাইক্লোন ও ভারী বৃষ্টির পরিপ্রেক্ষিতে পরিস্থিতি নিয়ে আলোচনা করেছেন।	প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী তামিলনাড়ুর মুখ্যমন্ত্রী শ্রী এডাপ্পাড়ি কে. পালানিস্বামীর সাথে কথা বলেন এবং রাজ্যের কিছু অংশে ঘূর্ণিঝড় ও ভারী বর্ষণের পরিস্থিতি নিয়ে আলোচনা করেন।	0.17	0.17	0.23
1471	[[0.92057073]]	National Religious Madrasa Education Board of Bangladesh (Arabic: ) is a government-recognized Qawmi Madrasa Board of Education in Bangladesh.	জাতীয় দ্বীনি মাদ্রাসা শিক্ষাবোর্ড বাংলাদেশ () বাংলাদেশে অবস্থিত সরকার স্বীকৃত একটি কওমি মাদ্রাসা শিক্ষা বোর্ড।	0.92057073	True	True	বাংলাদেশের জাতীয় ধার্মিক মাদ্রাসা শিক্ষা বোর্ড (আরবি: ) বাংলাদেশে সরকার দ্বারা সনাক্ত করা কাওমি মাদ্রাসা শিক্ষা বোর্ড।	বাংলাদেশের জাতীয় ধর্মীয় মাদ্রাসা শিক্ষা বোর্ড (আরবি: ) একটি সরকার স্বীকৃত কওমি মাদ্রাসা শিক্ষা বোর্ড।	বাংলাদেশের জাতীয় ধর্মীয় মাদ্রাসা শিক্ষা বোর্ড (আরবি: الْمَدْرَسَة الْقَوْمِيَّة الْبَنْغَلِيَّة) বাংলাদেশে একটি সরকার-স্বীকৃত কওমি মাদ্রাসা শিক্ষা বোর্ড।	0.0	0.2	0.16
1545	[[0.92312694]]	"""""""""""""""Born into Pashtun Khattak family, Aslam Khattak was the President of Pakistan Movement in U.K., serving alongside Dr. Abdur Rahim as Vice President and Chaudhry Rehmat Ali as Secretary. This Organisation gave the world the name """"""""""""""""PAKISTAN"""""""""""""""". Aslam Khattak served closely with Dr Khan Sahib in the Khyber-Pakhtunkhwa's provincial government during his career as a civil servant, and after the independence of Pakistan in 1947 he was posted to Afghanistan where he played a key role in the failed negotiations for a confederation between Pakistan and Afghanistan. In the 1970 elections, he was elected as an independent to the KPK Provincial Assembly from Karak. He then became speaker of the Khyber-Pakhtunkhwa Assembly in 1972. He also served as Governor of Khyber-Pakhtunkhwa briefly after the ouster of the NAP-JUI governor as well twice posted as ambassador."""""""""""""""	"""""""""""""""পশতুন খট্টক পরিবারে জন্মগ্রহণকারী, আসলাম খট্টক যুক্তরাজ্যে পাকিস্তান আন্দোলনের রাষ্ট্রপতি ছিলেন, সহ-রাষ্ট্রপতি হিসাবে ডাঃ আবদুর রহিম এবং সেক্রেটারি হিসাবে চৌধুরী চৌধুরী রহমত আলী ছিলেন। এই সংস্থাটি বিশ্বকে """"""""""""""""পাকিস্তান"""""""""""""""" নাম দিয়েছিল। আসলাম খাত্তক বেসামরিক কর্মচারী হিসাবে কর্মজীবনকালে খাইবার-পাখতুনখোয়া'র প্রাদেশিক সরকারে ডাঃ খান সাহেবের সাথে ঘনিষ্ঠভাবে দায়িত্ব পালন করেছিলেন এবং ১৯৪৭ সালে পাকিস্তানের স্বাধীনতার পর তিনি আফগানিস্তানে নিযুক্ত হন যেখানে তিনি পাকিস্তান ও আফগানিস্তানের মধ্যে কনফেডারেশন আলোচনায় মূল ব্যর্থ ভূমিকা পালন করেছিলেন। । ১৯৭০ সালের নির্বাচনে তিনি কারাক থেকে কেপিকে প্রাদেশিক পরিষদে স্বতন্ত্র নির্বাচিত হয়েছিলেন। এরপরে তিনি ১৯৭২ সালে খাইবার-পাখতুনখোয়া বিধানসভার স্পিকার হন। তিনি ন্যাপ-জেআইআইয়ের গভর্নরকে ক্ষমতাচ্যুত করার পরে দু'বার রাষ্ট্রদূত পদে নিযুক্ত হওয়ার পরে অতিদ্রুত খাইবার-পাখতুনখুয়ারের গভর্নর হিসাবেও দায়িত্ব পালন করেছিলেন।"""""""""""""""	0.92312694	True	True	"""পাশ্তুন খাত্তাক পরিবারে জন্মগ্রহণ করে, আসলাম খাত্তাক বিশ্বের জন্য পাকিস্তান নামকরণ করে। তার কর্মকালে একজন সিভিল পরিচালক হিসেবে তিনি খাত্তাক-পশ্চিম প্রদেশের প্রদেশ সরকারে ড. খান সাহিবের সঙ্গে নিকটভাবে কাজ করেছিলেন। 1947 সালে পাকিস্তানের স্বাধীনতা প্রাপ্তির পর তিনি আফগানিস্তানে পোস্ট করা হয়েছিলেন, যেখানে তিনি পাকিস্তান এবং আফগানিস্তান মধ্যে একটি কনফেডারেশনের জন্য ব্যর্থ নাগরিক আলোচনায় গুরুত্বপূর্ণ ভূমিকা পালন করেছিলেন। 1970 সালের নির্বাচনে, তিনি কারাক থেকে খাত্তাক-পশ্চিম প্রদেশ সভার স্বাধীনতায় নির্বাচিত হন। তারপর তিনি 1972 সালে খাত্তাক-পশ্চিম প্রদেশ সভার অধ্যক্ষ হিসেবে কাজ করেন। তিনি প্রাথমিকভাবে এনএপি-জুই গভর্নরের বহিস্থানের পর খাত্তাক-পশ্চিম প্রদেশের গভর্নর হিসেবে কাজ করেছিলেন।"""""""	"""পশতুন খট্টক পরিবারে জন্মগ্রহণ করা আসলাম খট্টক যুক্তরাজ্যে পাকিস্তান আন্দোলনের সভাপতি ছিলেন, যেখানে ড. আব্দুর রহিম সহ-সভাপতি এবং চৌধুরী রেহমত আলী সম্পাদক হিসেবে কাজ করতেন। এই সংগঠনটি বিশ্বকে """"পাকিস্তান"""" নামটি প্রদান করেছিল। আসলাম খট্টক তার কর্মজীবনে খাইবার-পাখতুনখোয়ার প্রাদেশিক সরকারের সাথে ড. খান সাহেবের ঘনিষ্ঠভাবে কাজ করেছিলেন এবং ১৯৪৭ সালে পাকিস্তানের স্বাধীনতার পর তাকে আফগানিস্তানে নিযুক্ত করা হয়, যেখানে তিনি পাকিস্তান ও আফগানিস্তানের মধ্যে একটি কনফেডারেশনের জন্য ব্যর্থ আলোচনায় গুরুত্বপূর্ণ ভূমিকা পালন করেছিলেন। ১৯৭০ সালের নির্বাচনে তিনি কারাক থেকে কেপিকে প্রাদেশিক পরিষদে স্বতন্ত্র প্রার্থী হিসেবে নির্বাচিত হন। পরে তিনি ১৯৭২ সালে খাইবার-পাখতুনখোয়া পরিষদের স্পিকার হন। এছাড়াও তিনি সংক্ষিপ্ত সময়ের জন্য খাইবার-পাখতুনখোয়ার গভর্নর হিসেবে দায়িত্ব পালন করেন এবং দুবার রাষ্ট্রদূত হিসেবে নিযুক্ত হন।"""	"""""""পশতুন খাট্টাক পরিবারে জন্মগ্রহণ করে, আসলাম খাট্টাক যুক্তরাজ্যে পাকিস্তান আন্দোলনের সভাপতি ছিলেন, ডক্টর আবদুর রহিমকে সহ-সভাপতি এবং চৌধুরী রেহমত আলীকে সম্পাদক হিসাবে দায়িত্ব পালন করেন। এই সংগঠনটি বিশ্বকে """"""""পাকিস্তান"""""""" নামটি দিয়েছে। আসলাম খাট্টাক ডক্টর খান সাহেবের সাথে খাইবার-পাখতুনখোয়ার প্রাদেশিক সরকারে তার কর্মজীবনে ঘনিষ্ঠভাবে কাজ করেন, এবং ১৯৪৭ সালে পাকিস্তানের স্বাধীনতার পরে আফগানিস্তানে পোস্ট করা হয়, যেখানে তিনি পাকিস্তান ও আফগানিস্তানের মধ্যে একটি কনফেডারেশনের জন্য ব্যর্থ আলোচনায় গুরুত্বপূর্ণ ভূমিকা পালন করেন। ১৯৭০ সালের নির্বাচনে, তিনি কারকের থেকে স্বাধীন প্রার্থী হিসাবে কেপি প্রাদেশিক অ্যাসেম্বলিতে নির্বাচিত হন। তারপরে তিনি ১৯৭২ সালে খাইবার-পাখতুনখোয়া অ্যাসেম্বলির স্পিকার হন। তিনি নাপ-জুই গভর্নরের উচ্ছেদের পরে খাইবার-পাখতুনখোয়ার গভর্নর হিসাবে সংক্ষেপে দায়িত্ব পালন করেন, এবং দুইবার রাষ্ট্রদূত হিসাবে পোস্ট করা হয়।"""""""	0.05	0.25	0.21
1573	[[0.90200055]]	"""""""""""""""""""""""""""""""As cleanup efforts progressed, Chief executive of Moray Council Alistair Keddie said, """"""""""""""""""""""""""""""""Everything possible was done to protect residents."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"""""""""""""""""""""""""""""""পরিচ্ছন্নতা প্রচেষ্টা যেমন এগোচ্ছে, মোরে কাউন্সিলের প্রধান কার্যনির্বাহী অ্যালিস্টের কেডি জানান যে, """"""""""""""""""""""""""""""""অধিবাসীদের রক্ষা করার জন্য যতোটা সম্ভব তা সবকিছুই করা হয়েছে""""""""""""""""""""""""""""""""।"""""""""""""""""""""""""""""""	0.90200055	True	True	"""পরিষ্কার প্রচেষ্টা অগ্রগতি করার সাথে, মোরায় পরিষদের প্রধান কার্যরত এলিস্টেয়ার কেডি বলেন, """"বাসিদের সুরক্ষা করার জন্য যাত্ন করা হয়েছিল।"""""""	"""পরিষ্কার কার্যক্রম এগিয়ে যাওয়ার সাথে সাথে, মোরে কাউন্সিলের প্রধান নির্বাহী এলিস্টার কেডি বললেন, """"স্থানীয় বাসিন্দাদের সুরক্ষার জন্য সম্ভাব্য সবকিছুই করা হয়েছে।"""""""	"""""""পরিষ্কার কার্যক্রম এগিয়ে যাওয়ার সময়, মোরে কাউন্সিলের প্রধান নির্বাহী আলিস্টার কেডি বলেন, """"""""বাসিন্দাদের সুরক্ষার জন্য সম্ভব সবকিছু করা হয়েছে"""""""""""""""""""	0.0	0.02	0.11
1586	[[0.90609854]]	What a blessing it is that most of the magazines and literature of Jehovah's Witnesses in these languages are being published simultaneously with the original English edition!	এটা কতই না আশীর্বাদজনক যে, এই ভাষাগুলোতে যিহোবার সাক্ষিদের বেশির ভাগ পত্রিকা এবং সাহিত্যাদি মূল ইংরেজি সংস্করণের সঙ্গে একই সময়ে বের হচ্ছে!	0.90609854	True	True	কত শুভ এটা যে যেহোভার সাক্ষীদের দ্বারা প্রকাশিত এই ভাষাগুলির বেশিরভাগ ম্যাগাজিন এবং সাহিত্যিক কাজ মূল ইংরেজি সংস্করণের সাথে একসাথে প্রকাশিত হচ্ছে!	এই ভাষাগুলিতে যিহোবার সাক্ষিদের বেশিরভাগ পত্রিকা এবং সাহিত্য মূল ইংরেজি সংস্করণের সাথে একই সাথে প্রকাশিত হচ্ছে, এটি কী আশীর্বাদ!	জেহোভার সাক্ষীদের এই ভাষাগুলিতে অধিকাংশ ম্যাগাজিন ও সাহিত্য মূল ইংরেজি সংস্করণের সাথে একই সময়ে প্রকাশিত হচ্ছে, এটা কত আশীর্বাদ!	0.0	0.0	0.0
1592	[[0.9177981]]	Sarojs family migrated to India from Pakistan after partition.	দেশভাগের পরই পাকিস্তান থেকে ভারতে চলে আসেন সরোজের পরিবার।	0.9177981	True	True	পার্টিশন পরে সরোজের পরিবার পাকিস্তান থেকে ভারতে বসবাস করত।	সারোজের পরিবার দেশভাগের পর পাকিস্তান থেকে ভারতে অভিবাসন করেছিল।	সরোজের পরিবার দেশভাগের পর পাকিস্তান থেকে ভারতে চলে আসে।	0.0	0.0	0.33
1607	[[0.9107739]]	No, we need to have a little chat, Mr. Cutter.	না, আমাদের একটু কথা হওয়া দরকার, মিঃ কাটার ।	0.9107739	True	True	না, আমাদের কিছু কথা বলতে হবে, মিস্টার কাটার।	না, আমাদের একটু কথা বলা দরকার, মিস্টার কাটার।	না, আমাদের একটু কথা বলতে হবে, মিস্টার কাটার।	0.0	0.41	0.37
1644	[[0.9064803]]	"""""""""""""""""""""""""""""""There were things going on in the church that I found objectionable,"""""""""""""""" says Godwin."""""""""""""""	"""""""""""""""""""""""""""""""গির্জার মধ্যে এমন কিছু চলছিল যা আমার কাছে আপত্তিকর মনে হয়েছিল,"""""""""""""""" গডউইন বলেন।"""""""""""""""	0.9064803	True	True	"""""""বিশ্বাসযোগ্য ছিল, যেগুলি গোদগুইন বিদ্বেষী মনে করতেন,"""" বলেন গডউইন।"""""""""""	"""""""""""""""""""গির্জায় এমন কিছু ঘটনা ঘটছিল যা আমি আপত্তিকর মনে করেছি,"""""""""""""""" গডউইন বলেন।"""""""""""""""	"""""""আমি যা অস্বীকার্য মনে করি তা গির্জায় ঘটছিল,"""" বলেন গডউইন।"""	0.1	0.59	0.0
1714	[[0.90393007]]	What has Romans chapter 12 taught us about (a) how we should use our lives?	রোমীয় ১২ অধ্যায় আমাদেরকে কী শিখিয়েছে (ক) আমাদের জীবনকে যেভাবে ব্যবহার করা উচিত, সেই বিষয়ে?	0.90393007	True	True	রোমান 12 অধ্যায়ে আমাদেরকে কী শিখিয়েছে সে সম্পর্কে আমাদের জীবন কিভাবে ব্যবহার করা উচিত।	রোমীয়দের ১২ অধ্যায় আমাদের কী শিখিয়েছে (ক) আমরা আমাদের জীবন কীভাবে ব্যবহার করা উচিত?	রোমীয় ১২ অধ্যায় আমাদের আমাদের জীবন কিভাবে ব্যবহার করব সে সম্পর্কে কী শিক্ষা দিয়েছে?	0.0	0.0	0.0
1739	[[0.90949416]]	In India, after the promulgation of the Hindu code bills, the Bengali Hindus along with other Hindus are being governed by a uniform Hindu law.	ভারতে হিন্দু কোড বিল জারি করার পরে বাঙালি হিন্দুদের সাথে অন্যান্য হিন্দুরাও অভিন্ন হিন্দু আইন দ্বারা পরিচালিত হচ্ছে।	0.90949416	True	True	ভারতে, হিন্দু কোড বিল প্রণীত হওয়ার পরে, অন্যান্য হিন্দুদের সাথে বাঙালি হিন্দুদেরও একটি একক হিন্দু আইন অনুযায়ী পরিচালিত হচ্ছে।	ভারতে হিন্দু কোড বিলসমূহ কার্যকর হওয়ার পর, অন্যান্য হিন্দুদের সাথে বাঙালি হিন্দুরাও অভিন্ন হিন্দু আইনের অধীনে পরিচালিত হচ্ছে।	ভারতে হিন্দু কোড বিল প্রচারের পর, বাঙালি হিন্দুদের সহ অন্যান্য হিন্দুরা একটি সমবেত হিন্দু আইন দ্বারা শাসিত হচ্ছে।	0.0	0.0	0.21
1796	[[0.90762866]]	Therefore, they had personally given evidence of their love for God and his ways.	তাই, তারা ব্যক্তিগতভাবে ঈশ্বরের প্রতি ও তাঁর পথের বিষয়ে তাদের ভালোবাসার প্রমাণ দিয়েছিল।	0.90762866	True	True	তাই, তারা নিজেদের ঈশ্বর এবং তার পথে তাদের ভালোবাসা সংক্রান্ত প্রমাণ দিয়েছিল।	অতএব, তারা ব্যক্তিগতভাবে তাদের ঈশ্বর এবং তার পথের প্রতি ভালবাসার প্রমাণ দিয়েছে।	তাই, তারা ঈশ্বর ও তাঁর পথের প্রতি তাদের ভালোবাসার ব্যক্তিগত সাক্ষ্য দিয়েছিলেন।	0.0	0.0	0.0
1873	[[0.9090314]]	Union Minister for Road Transport & Highways and MSME Shri Nitin Gadkari today reviewed the proposed Chambal Express Project with Shri Shivraj Singh Chauhan Chief Minister, Madhya Pradesh, Shri Narendra Singh Tomar, Minister of Agriculture & Farmers Welfare and Shri Jyotiraditya Scindya, Member of Parliament, through Video Conference	কেন্দ্রীয় সড়ক পরিবহন, মহাসড়ক এবং অতিক্ষুদ্র, ক্ষুদ্র ও মাঝারি শিল্পোদ্যোগ মন্ত্রী শ্রী নীতিন গড়করি আজ ভিডিও কনফারেন্সের মাধ্যমে প্রস্তাবিত চম্বল এক্সপ্রেসওয়ে প্রকল্পের বিষয়ে মধ্যপ্রদেশের মুখ্যমন্ত্রী শ্রী শিবরাজ সিং চৌহান, কেন্দ্রীয় কৃষি ও কৃষক কল্যাণ মন্ত্রী শ্রী নরেন্দ্র সিং তোমর এবং সাংসদ শ্রী জ্যোতিরাদিত্য সিন্ধিয়ার সঙ্গে  পর্যালোচনা বৈঠক করেছেন।	0.9090314	True	True	ইউনিয়ন মন্ত্রী পথপরিবহন ও উচ্চমার্গ এবং এমএসএমই শ্রী নিতিন গড়করী আজ ভিডিও কনফারেন্সের মাধ্যমে প্রস্তাবিত চম্বল এক্সপ্রেস প্রকল্প সম্পর্কে মধ্যপ্রদেশের মুখ্যমন্ত্রী শ্রী শিবরাজ সিং চৌহান, কৃষি ও কৃষক কল্যাণ মন্ত্রী শ্রী নরেন্দ্র সিং তোমার এবং সাংসদ শ্রী জ্যোতিরাদিত্য সিন্ধিয়ার সাথে পর্যালোচনা করেছেন।	কেন্দ্রীয় সড়ক পরিবহন ও মহাসড়ক এবং এমএসএমই মন্ত্রী শ্রী নিতিন গড়করি আজ ভিডিও কনফারেন্সের মাধ্যমে মধ্যপ্রদেশের মুখ্যমন্ত্রী শ্রী শিবরাজ সিং চৌহান, কৃষি ও কৃষক কল্যাণ মন্ত্রী শ্রী নরেন্দ্র সিং তোমার এবং সংসদ সদস্য শ্রী জ্যোতিরাদিত্য সিন্ধিয়ার সাথে প্রস্তাবিত চম্বল এক্সপ্রেস প্রকল্প পর্যালোচনা করেন।	আজ কেন্দ্রীয় সড়ক পরিবহন ও হাইওয়ে এবং এমএসএমই মন্ত্রী শ্রী নিতিন গডকরি ভিডিও কনফারেন্সের মাধ্যমে মধ্য প্রদেশের মুখ্যমন্ত্রী শ্রী শিবরাজ সিং চৌহান, কৃষি ও কৃষক কল্যাণ মন্ত্রী শ্রী নরেন্দ্র সিং তোমর এবং সাংসদ শ্রী জ্যোতিরাদিত্য সিন্ধিয়ার সাথে প্রস্তাবিত চম্বল এক্সপ্রেস প্রকল্প পর্যালোচনা করেন।	0.39	0.37	0.39
1892	[[0.9169954]]	The Supreme Court order recognised the deity Ram Lalla's title rights to the disputed 2.77-acre Ayodhya land and directed the government that a trust be set up to manage the land's affairs, paving the path for the construction of a Ram temple.	সুপ্রিম কোর্টের আদেশ অনুসারে, বিতর্কিত 2.77-একর জমিতে দেবতা রাম লল্লার শিরোনাম অধিকারকে স্বীকৃতি দিয়েছে এবং সরকারকে নির্দেশ দিয়েছে যে রাম মন্দির নির্মাণের পথ প্রশস্ত করে জমির বিষয় পরিচালনার জন্য একটি ট্রাস্ট গঠন করতে বলা হয়েছে।	0.9169954	True	True	সুপ্রীম কোর্টের আদেশ মন্য করেছে যে দেবতা রাম লল্লার মালিকানাধিকারকে বোঝানো হয়েছে বিতর্কিত ২.৭৭ একর আয়োধ্যা ভূমির এবং সরকারকে নির্দেশ দেওয়া হয়েছে যে একটি ট্রাস্ট স্থাপন করা হবে যেটি ভূমির ব্যবস্থা পরিচালনা করবে, রাম মন্দিরের নির্মাণের পথ উদ্বোধন করে।	সুপ্রিম কোর্টের আদেশ দেবতা রাম লাল্লার শিরোনাম অধিকারকে স্বীকৃতি দিয়েছে বিতর্কিত ২.৭৭ একর অযোধ্যা জমির উপর এবং সরকারকে নির্দেশ দিয়েছে যে জমির কার্যক্রম পরিচালনার জন্য একটি ট্রাস্ট স্থাপন করা হোক, যা রাম মন্দির নির্মাণের পথ সুগম করেছে।	সর্বোচ্চ আদালতের আদেশে বিবাদী ২.৭৭ একর আয়োধ্যা জমির মালিকানা স্বীকৃতি দেওয়া হয়েছে রাম লাল্লার এবং সরকারকে নির্দেশ দেওয়া হয়েছে যে জমির ব্যবস্থাপনার জন্য একটি ট্রাস্ট গঠন করা হবে, রাম মন্দির নির্মাণের পথ সুগম করে।	0.0	0.31	0.17
1903	[[0.92410207]]	He also served as Vice-Chancellor at the Federal Urdu University, University of Karachi and Ziauddin University.	তিনি ফেডারেল উর্দু বিশ্ববিদ্যালয়, করাচি বিশ্ববিদ্যালয় এবং জিয়াউদ্দিন বিশ্ববিদ্যালয়ে উপাচার্য হিসাবেও দায়িত্ব পালন করেছেন।	0.92410207	True	True	তিনি সহ ভিস-চ্যান্সেলর হিসেবে কাজ করেছিলেন ফেডারেল উর্দু বিশ্ববিদ্যালয়, কারাচি বিশ্ববিদ্যালয় এবং জিয়াউদ্দিন বিশ্ববিদ্যালয়ে।	তিনি ফেডারেল উর্দু বিশ্ববিদ্যালয়, করাচি বিশ্ববিদ্যালয় এবং জিয়াউদ্দিন বিশ্ববিদ্যালয়ে ভাইস-চ্যান্সেলর হিসেবেও দায়িত্ব পালন করেছেন।	তিনি ফেডারেল উর্দু বিশ্ববিদ্যালয়, করাচি বিশ্ববিদ্যালয় এবং জিয়াউদ্দিন বিশ্ববিদ্যালয়ের উপাচার্য হিসেবেও দায়িত্ব পালন করেন।	0.25	0.72	0.61
1952	[[0.95189404]]	Surendranagar is an administrative district in Saurashtra region of Gujarat state in India.	সুরেন্দ্রনগর হল ভারতের গুজরাট রাজ্যের সৌরাষ্ট্র অঞ্চলের একটি প্রশাসনিক জেলা।	0.95189404	True	True	শুরেন্দ্রনগর ভারতের গুজরাট রাজ্যের সৌরাষ্ট্র অঞ্চলের একটি প্রশাসনিক জেলা।	সুরেন্দ্রনগর হল ভারতের গুজরাট রাজ্যের সৌরাষ্ট্র অঞ্চলের একটি প্রশাসনিক জেলা।	সুরেন্দ্রনগর হল গুজরাট রাজ্যের সৌরাষ্ট্র অঞ্চলের একটি প্রশাসনিক জেলা ভারতে।	0.77	1.0	0.58
1966	[[0.91081023]]	"""""""""""""""Muenster, Texas (their version is called """"""""""""""""Germanfest"""""""""""""""" and is held in April)"""""""""""""""	"""""""""""""""মুনস্টার, টেক্সাস (তাদের সংস্করণটিকে """"""""""""""""জার্মানফেস্ট"""""""""""""""" বলা হয় এবং এটি এপ্রিলে পালন করা হয়)"""""""""""""""	0.91081023	True	True	"""মুঞ্স্টার, টেক্সাস (তাদের সংস্করণটি """"জার্মানফেস্ট"""" নামে পরিচালিত এবং এটি এপ্রিল মাসে অনুষ্ঠিত হয়)।"""	"""মুনস্টার, টেক্সাস (তাদের সংস্করণকে বলা হয় """"জার্মানফেস্ট"""" এবং এটি এপ্রিল মাসে অনুষ্ঠিত হয়)"""	"""""""টেক্সাসের মুনস্টার (এপ্রিলে অনুষ্ঠিত তাদের সংস্করণটি """"""""জার্মানফেস্ট"""""""" নামে পরিচিত)"""""""	0.11	0.15	0.21
1971	[[0.9011842]]	"""""""""""""""She writes: """"""""""""""""At Bethel we were warmly welcomed, and this touched me."""""""""""""""	"""""""""""""""তিনি লেখেন: """"""""""""""""বেথেলে আমাদেরকে উষ্ণ অভ্যর্থনা জানানো হয়েছিল আর এই বিষয়টা আমাকে স্পর্শ করেছিল।"""""""""""""""	0.9011842	True	True	"""""""উনি লিখেন: """"""""বেথেলে আমাদের সম্মানিত গ্রহণ করা হয়েছিল, এবং এটা আমাকে স্পর্শ করেছিল।"""""""""""""""""""	"""তিনি লেখেন: """"বেথেলে আমাদের আন্তরিকভাবে স্বাগত জানানো হয়েছিল, এবং এটি আমাকে গভীরভাবে স্পর্শ করেছিল।"""""""	"""তিনি লিখেছেন: """"""""বেথেলে আমরা উষ্ণভাবে স্বাগত হয়েছিলাম, এবং এটা আমাকে স্পর্শ করেছিল।"""""""""""	0.45	0.21	0.29
2047	[[0.9123536]]	He was criticised many times but he showed a fantastic team spirit.	অনেকবারই তার সমালোচনা হয়েছে কিন্তু সে অসাধারণ টিম স্পিরিট দেখিয়েছে।	0.9123536	True	True	তিনি অনেক বার নিন্দাগ্রস্ত হন কিন্তু তিনি একটি অসাধারণ দল আত্মা দেখিয়েছিলেন।	তাকে অনেকবার সমালোচনা করা হয়েছিল, কিন্তু তিনি দুর্দান্ত দলগত চেতনা প্রদর্শন করেছিলেন।	তিনি অনেকবার সমালোচিত হলেও তিনি একটি চমৎকার দলীয় আত্মা প্রদর্শন করেছিলেন।	0.0	0.0	0.0
2192	[[0.9109273]]	In 1970, she began research at the Indian Institute of Technology, Kanpur (IIT Kanpur).	১৯৭০ সালে, তিনি ভারতীয় প্রযুক্তিবিদ্যা প্রতিষ্ঠান, কানপুরে (আইআইটি, কানপুর) তাঁর গবেষণার কাজ শুরু করেন।	0.9109273	True	True	1970 সালে, তিনি ভারতীয় প্রযুক্তি ইনস্টিটিউট, কানপুর (IIT কানপুর) এ গবেষণা শুরু করেন।	১৯৭০ সালে, তিনি ভারতীয় প্রযুক্তি প্রতিষ্ঠান, কানপুর (আইআইটি কানপুর)-এ গবেষণা শুরু করেন।	১৯৭০ সালে, তিনি ভারতীয় প্রযুক্তি সংস্থা, কানপুর (আইআইটি কানপুর)-এ গবেষণা শুরু করেন।	0.19	0.3	0.28
2201	[[0.93312395]]	"""""""""""""""""""""""""""""""medicine"""""""""""""""" means allopathic, homeopathic, unani, ayurvedic or any other medicine used for preventing or curing of diseases of human beings, fishes and livestock."""""""""""""""	"""""""""""""""(৫) """"""""""""""""ঔষধ"""""""""""""""" অর্থ মানুষ, মৎস্য ও গবাদি পশু-পাখির রোগ প্রতিরোধ বা রোগ নিরাময়ের জন্য ব্যবহার্য এলোপ্যাথিক, হোমিওপ্যাথিক, ইউনানী, আয়ুর্বেদিক বা অন্য যে কোন ঔষধ."""""""""""""""	0.93312395	True	True	"""""""ঔষধ"""" বুঝায় এলোপ্যাথিক, হোমিওপ্যাথিক, ইউনানি, আয়ুর্বেদিক বা মানবজন, মাছ এবং প্রাণিসম্পত্তির রোগ প্রতিরোধ বা চিকিৎসার জন্য ব্যবহৃত যেকোন ঔষধ বোঝায়।"""""""""""""""""""""""""""""""	"""""""""""""""""""""""""""""""ঔষধ"""""""""""""""" বলতে এলোপ্যাথিক, হোমিওপ্যাথিক, ইউনানি, আয়ুর্বেদিক বা মানব, মাছ এবং গবাদিপশুর রোগ প্রতিরোধ বা নিরাময়ের জন্য ব্যবহৃত যে কোনো অন্য ঔষধকে বোঝায়।"""""""""""""""	"""""""""""""""""""""""""""""""ঔষধ"""""""""""""""" মানে রোগ প্রতিরোধ বা মানুষ, মাছ ও পশুপালনের রোগ নিরাময়ের জন্য ব্যবহৃত আয়ুর্বেদিক, হোমিওপ্যাথিক, ইউনানি বা অন্য কোনও ঔষধ।"""	0.36	0.52	0.45
