idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_f1_score	gpt_4o_f1_score	ollama_f1_score
2200	[[0.90295213]]	Karnataka Assembly Speaker KR Ramesh Kumar.	ರಾಜ್ಯ ವಿಧಾನ ಸಭೆಯ ಸಭಾಧ್ಯಕ್ಷ ಕೆ ಆರ್ ರಮೇಶ್ ಕುಮಾರ್ ಅಭಿಪ್ರಾಯ	0.90295213	False	True	ಕರ್ನಾಟಕ ವಿಧಾನ ಸಭೆ ಸ್ಪೀಕರ್ ಕೆ.ಆರ್. ರಮೇಶ್ ಕುಮಾರ್.	ಕರ್ನಾಟಕ ವಿಧಾನಸಭಾ ಸ್ಪೀಕರ್ ಕೆ.ಆರ್. ರಮೇಶ್ ಕುಮಾರ್.	ಕರ್ನಾಟಕ ವಿಧಾನಸಭೆ ಅಧ್ಯಕ್ಷ ಕೆಆರ್ ರಮೇಶ್ ಕುಮಾರ್.	0.8334	0.8270	0.8742
2240	[[0.9139881]]	At 5: 26 a.m. on December 26, the earth quaked five miles [8 km] south of the city of Bam in Iran.	ಡಿಸೆಂಬರ್‌ 26ರಂದು ಬೆಳಗ್ಗೆ 5: 26ಕ್ಕೆ, ಇರಾನಿನ ಬಾಮ್‌ ನಗರದ ಸುಮಾರು ಎಂಟು ಕಿಲೊಮೀಟರ್‌ ದಕ್ಷಿಣಕ್ಕೆ ಭೂಮಿಯು ಕಂಪಿಸಿತು.	0.9139881	True	True	ಡಿಸೆಂಬರ್ 26ರಂದು ಬೆಳಗ್ಗೆ 5:26 ಗಂಟೆಯಲ್ಲಿ ಈರಾನಿನ ಬಾಮ್ ನಗರದ ದಕ್ಷಿಣದಲ್ಲಿ ಪೃಥ್ವಿ ಐರೋಗಲಕ್ಷ ಮೈಲು [8 ಕಿಮೀ] ಭೂಕಂಪವಾಯಿತು.	ಡಿಸೆಂಬರ್ 26 ರಂದು ಬೆಳಿಗ್ಗೆ 5:26 ಕ್ಕೆ, ಇರಾನ್‌ನ ಬಾಮ್ ನಗರದಿಂದ ಐದು ಮೈಲಿ [8 ಕಿಮೀ] ದಕ್ಷಿಣಕ್ಕೆ ಭೂಕಂಪ ಸಂಭವಿಸಿತು.	ಡಿಸೆಂಬರ್ 26 ರಂದು ಬೆಳಿಗ್ಗೆ 5:26 ಕ್ಕು ಇರಾನ್ ದೇಶದ ಬಾಮ್ ನಗರದ ದಕ್ಷಿಣಕ್ಕೆ 5 ಮೈಲಿ [8 ಕಿ.ಮೀ.] ದೂರದಲ್ಲಿ ಭೂಕಂಪವಾಯಿತು.	0.8310	0.8726	0.8441
2502	[[0.9190543]]	Prime Minister releases commemorative coin in honour of Bharat Ratna Shri Atal Bihari Vajpayee	ಭಾರತ ರತ್ನ ಶ್ರೀ ಅಟಲ್ ಬಿಹಾರಿ ವಾಜಪೇಯಿ ಅವರ ಗೌರವಾರ್ಥ ಸ್ಮರಣಿಕೆ ನಾಣ್ಯವನ್ನು ಪ್ರಧಾನಮಂತ್ರಿಬಿಡುಗಡೆ ಮಾಡಿದರು	0.9190543	True	True	ಪ್ರಧಾನಿ ಭಾರತ ರತ್ನ ಶ್ರೀ ಅಟಲ್ ಬಿಹಾರಿ ವಾಜಪೇಯ್ ಅವರ ಸ್ಮರಣಾರ್ಥ ನೆನಪು ನಾಣಯ ಬಿಡುತ್ತಾರೆ.	ಪ್ರಧಾನ ಸಚಿವರು ಭಾರತ ರತ್ನ ಶ್ರೀ ಅಟಲ್ ಬಿಹಾರಿ ವಾಜಪೇಯಿ ಅವರ ಸ್ಮರಣಾರ್ಥ ಸ್ಮಾರಕ ನಾಣ್ಯವನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿದರು.	ಪ್ರಧಾನ ಮಂತ್ರಿಯವರು ಭಾರತ ರತ್ನ ಶ್ರೀ ಅಟಲ್ ಬಿಹಾರಿ ವಾಜಪೇಯಿಯವರ ಗೌರವಾರ್ಥ ಸ್ಮಾರಕ ನಾಣ್ಯವನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿದರು.	0.8397	0.8700	0.8969
2546	[[0.9192709]]	At the school level, special focus is being paid to improving quality of education, improving learning outcomes, giving a boost to innovation and scientific temper, improving infrastructure, using technology to improve understanding among the students.	ಶಾಲಾ ಮಟ್ಟದಲ್ಲಿ ಶಿಕ್ಷಣದ ಗುಣಮಟ್ಟವನ್ನು ಸುಧಾರಿಸಲು, ಕಲಿಕೆಯ ಫಲಿತಾಂಶಗಳನ್ನು ಸುಧಾರಿಸಲು, ನಾವೀನ್ಯತೆ ಮತ್ತು ವೈಜ್ಞಾನಿಕ ಮನೋಭಾವಕ್ಕೆ ಉತ್ತೇಜನ ನೀಡುವುದು, ಮೂಲಸೌಕರ್ಯಗಳನ್ನು ಸುಧಾರಿಸುವುದು, ವಿದ್ಯಾರ್ಥಿಗಳಲ್ಲಿ ತಿಳುವಳಿಕೆಯನ್ನು ಸುಧಾರಿಸಲು ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸುವುದರ ಕಡೆಗೂ ವಿಶೇಷ ಗಮನ ನೀಡಲಾಗುತ್ತಿದೆ.	0.9192709	True	True	ಶಾಲಾ ಮಟ್ಟದಲ್ಲಿ, ಶಿಕ್ಷಣದ ಗುಣಮಟ್ಟವನ್ನು ಸುಧಾರಿಸುವುದರಲ್ಲಿ ವಿಶೇಷ ಗಮನ ಕೊಡಲಾಗುತ್ತಿದೆ, ಕಲಿಯುವ ಫಲಿತಾಂಶಗಳನ್ನು ಸುಧಾರಿಸುವುದರಲ್ಲಿ, ಅಭಿವೃದ್ಧಿಯನ್ನು ನೀಡುವುದರಲ್ಲಿ, ವಿಜ್ಞಾನದ ಹಿತಚಿಂತನೆಯನ್ನು ಹೆಚ್ಚಿಸುವಲ್ಲಿ, ಸಾಧನೆಯನ್ನು ಸುಧಾರಿಸುವಲ್ಲಿ, ವಿದ್ಯಾರ್ಥಿಗಳ ನಡೆಯನ್ನು ಸಮಜ್ಞಾನ ಮೇಲೆ ಸುಧಾರಿಸುವಲ್ಲಿ ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸುವುದರಲ್ಲಿ ವಿಶೇಷ ಗಮನ ಕೊಡಲಾಗುತ್ತಿದೆ.	ಶಾಲಾ ಮಟ್ಟದಲ್ಲಿ ಶಿಕ್ಷಣದ ಗುಣಮಟ್ಟವನ್ನು ಸುಧಾರಿಸಲು, ಕಲಿಕೆಯ ಫಲಿತಾಂಶಗಳನ್ನು ಸುಧಾರಿಸಲು, ನಾವೀನ್ಯತೆ ಮತ್ತು ವೈಜ್ಞಾನಿಕ ಮನೋಭಾವವನ್ನು ಉತ್ತೇಜಿಸಲು, ಮೂಲಸೌಕರ್ಯವನ್ನು ಸುಧಾರಿಸಲು, ವಿದ್ಯಾರ್ಥಿಗಳ ನಡುವೆ ಅರ್ಥವತ್ತತೆಯನ್ನು ಹೆಚ್ಚಿಸಲು ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸುವಲ್ಲಿ ವಿಶೇಷ ಗಮನ ನೀಡಲಾಗುತ್ತಿದೆ.	ಶಾಲೆಯ ಮಟ್ಟದಲ್ಲಿ, ಶಿಕ್ಷಣದ ಗುಣಮಟ್ಟವನ್ನು ಸುಧಾರಿಸಲು, ಕಲಿಕೆಯ ಫಲಿತಾಂಶಗಳನ್ನು ಸುಧಾರಿಸಲು, ನವೀಕರಣ ಮತ್ತು ವೈಜ್ಞಾನಿಕ ಮನೋಭಾವಕ್ಕೆ ಪ್ರೋತ್ಸಾಹ ನೀಡಲು, ಅಂತರಸಂಪರ್ಕವನ್ನು ಸುಧಾರಿಸಲು ಮತ್ತು ವಿದ್ಯಾರ್ಥಿಗಳ ಅರ್ಥವನ್ನು ಸುಧಾರಿಸಲು ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸಲಾಗುತ್ತಿದೆ.	0.8079	0.8921	0.8566
2611	[[0.9355467]]	This is divided into 7,000 plots, in 195 villages in Gujarat and in 104 villages in Maharashtra.	ಇದಕ್ಕಾಗಿ ಗುಜರಾತ್ನಲ್ಲಿ 195 ಗ್ರಾಮಗಳಲ್ಲಿ ಮತ್ತು ಮಹಾರಾಷ್ಟ್ರದ 104 ಗ್ರಾಮಗಳಲ್ಲಿ 7,000 ಪ್ಲಾಟ್ಗಳು ವಿಂಗಡಿಸಲಾಗಿದೆ.	0.9355467	True	True	ಇದು ಗುಜರಾತ್ ನಲ್ಲಿ 195 ಗ್ರಾಮಗಳಲ್ಲಿ ಮತ್ತು ಮಹಾರಾಷ್ಟ್ರದ 104 ಗ್ರಾಮಗಳಲ್ಲಿ 7,000 ಪ್ಲಾಟ್ ಗಳಾಗಿ ವಿಭಾಗಗೊಂಡಿದೆ.	ಈದು 7,000 ಹಸಿಯೊಂದಿಗೆ ವಿಭಾಗಿಸಲಾಗಿದೆ, ಗುಜರಾತ್‌ನ 195 ಹಳ್ಳಿಗಳಲ್ಲಿ ಮತ್ತು ಮಹಾರಾಷ್ಟ್ರದ 104 ಹಳ್ಳಿಗಳಲ್ಲಿ.	ಇದು ಗುಜರಾತ್‍ನಲ್ಲಿ 195 ಹಳ್ಳಿಗಳಲ್ಲಿ ಮತ್ತು ಮಹಾರಾಷ್ಟ್ರದಲ್ಲಿ 104 ಹಳ್ಳಿಗಳಲ್ಲಿ 7,000 ಪ್ಲಾಟ್‍ಗಳಾಗಿ ವಿಂಗಡಿಸಲಾಗಿದೆ.	0.9214	0.8379	0.9179
2731	[[0.9019526]]	"""""""""""""""I feel proud to pronounce this publicly,"""""""""""""""" PM Modi had said."""""""""""""""	ಇದನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಉಚ್ಚರಿಸಲು ನನಗೆ ಹೆಮ್ಮೆ ಇದೆ” ಎಂದು ಪ್ರಧಾನಿ ಮೋದಿ ಹೇಳಿದ್ದರು.	0.9019526	True	True	"""ಈ ಸಾರಾಗತವನ್ನು ಸಾರುವುದರಿಂದ ನನಗೆ ಹೆಮ್ಮೆ ಇದೆ,"""" ಪ್ರಧಾನಿ ಮೋದಿ ಹೇಳಿದ್ದಾರೆ."""	"""""""""""""""ನಾನು ಇದನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಘೋಷಿಸುತ್ತಿರುವುದಕ್ಕೆ ಹೆಮ್ಮೆಪಡುತಿದ್ದೇನೆ,"""""""""""" ಪ್ರಧಾನಿ ಮೋದಿಯವರು ಹೇಳಿದ್ದಾರೆ."""	"""""""ಈ ಸಾರ್ವಜನಿಕವಾಗಿ ಹೇಳುವುದಕ್ಕೆ ನಾನು ಗರ್ವಿಸುತ್ತೇನೆ,"""" ಪ್ರಧಾನಿ ಮೋದಿ ಹೇಳಿದ್ದರು."""	0.8428	0.7950	0.8222
2969	[[0.9002638]]	These include migrants from within the countryHindi-speakers, tribals from Jharkhand, Hindu Bengalis from West Bengaland immigrants from Nepal and Bangladesh.	ಇವರಲ್ಲಿ ಭಾರತದೊಳಗಿಂದಲೇ ವಲಸೆ ಬಂದ ಹಿಂದಿ ಭಾಷಿಕರು, ಜಾರ್ಖಂಡದಿಂದ ಬಂದ ಬುಡಕಟ್ಟು ಜನರು, ಪಶ್ಚಿಮ ಬಂಗಾಲದಿಂದ ಬಂದ ಹಿಂದು ಬೆಂಗಾಲಿಗಳು ಹಾಗೂ ನೇಪಾಳ ಮತ್ತು ಬಾಂಗ್ಲಾದೇಶದಿಂದ ಬಂದ ವಲಸಿಗರು ಸೇರಿದ್ದಾರೆ.	0.9002638	True	True	ಇವು ದೇಶದ ಆಂತರಿಕ ಪ್ರವಾಸಿಗಳಾದ ಹಿಂದಿ ಮಾತನಾಡುವವರು, ಝಾರ್ಖಂಡಿನ ಜನಜಾತಿಯವರು, ಪಶ್ಚಿಮ ಬಂಗಾಳದಿಂದ ಬಂಗಾಳೀ ಹಿಂದೂಗಳು ಮತ್ತು ನೇಪಾಳ ಮತ್ತು ಬಂಗ್ಲಾದೇಶದವರು ಸೇರಿದವು.	ಇವುಗಳಲ್ಲಿ ದೇಶದ ಒಳಗಿನಿಂದ ಬಂದ ವಲಸೆ ಕಾರ್ಮಿಕರು, ಹಿಂದಿ ಮಾತನಾಡುವವರು, ಝಾರ್ಖಂಡ್‌ನ ಗಿರಿಜನರು, ಪಶ್ಚಿಮ ಬಂಗಾಳದ ಹಿಂದೂ ಬೆಂಗಾಲಿಗಳು ಮತ್ತು ನೆಪಾಳ ಮತ್ತು ಬಾಂಗ್ಲಾದೇಶದಿಂದ ಬಂದ ವಲಸಿಗರು ಸೇರಿದ್ದಾರೆ.	ದೇಶದ ಒಳಗಿನ ವಲಸಿಗರು, ಹಿಂದಿ ಮಾತಾಡುವವರು, ಝಾರ್ಖಂಡಿನ ಬುಡಕಟ್ಟು ಜನರು, ಪಶ್ಚಿಮ ಬಂಗಾಳದ ಹಿಂದೂ ಬೆಂಗಾಳಿಗಳು ಹಾಗೂ ನೇಪಾಳ ಮತ್ತು ಬಾಂಗ್ಲಾದೇಶದಿಂದ ಬಂದ ವಿದೇಶೀಯರು.	0.8217	0.8911	0.8598
3019	[[0.94089615]]	His mother Chandrakanta Goyal was elected three times to the Maharashtra Legislative Assembly from Mumbai.	ಇವರ ತಾಯಿ ಚಂದ್ರಕಾಂತಾ ಗೋಯಲ್‌ ಅವರು ಮೂರು ಬಾರಿ ಮುಂಬೈನಿಂದ ಮಹಾರಾಷ್ಟ್ರ ವಿಧಾನಸಭೆಗೆ ಆಯ್ಕೆಯಾಗಿದ್ದರು.	0.94089615	True	True	ಅವನ ತಾಯಿ ಚಂದ್ರಕಾಂತ ಗೋಯಲ್ ಮುಂಬಯಿಯಿಂದ ಮಹಾರಾಷ್ಟ್ರ ವಿಧಾನಸಭೆಗೆ ಮೂರು ಬಾರಿ ಆಯ್ಕೆಯಾಗಿದ್ದಾರೆ.	ಅವರ ತಾಯಿ ಚಂದ್ರಕಾಂತ ಗೋಯಲ್ ಅವರನ್ನು ಮುಂಬೈನಿಂದ ಮಹಾರಾಷ್ಟ್ರ ವಿಧಾನಸಭೆಗೆ ಮೂವರು ಬಾರಿ ಆಯ್ಕೆ ಮಾಡಲಾಯಿತು.	ಅವನ ತಾಯಿ ಚಂದ್ರಕಾಂತಾ ಗೋಯಲ್ ಮುಂಬೈನಿಂದ ಮಹಾರಾಷ್ಟ್ರ ವಿಧಾನಸಭೆಗೆ ಮೂರು ಬಾರಿ ಆಯ್ಕೆಯಾಗಿದ್ದರು.	0.9313	0.9121	0.9626
3135	[[0.9278115]]	Consider, too, these other examples: Romans 15: 30. 1 Thessalonians 5: 25. 2 Thessalonians 3: 1. Hebrews 13: 18.	ಈ ಕೆಳಗಿನ ಉದಾಹರಣೆಗಳನ್ನು ಸಹ ಪರಿಗಣಿಸಿರಿ: ರೋಮಾಪುರ 15: 30. 1 ಥೆಸಲೊನೀಕ 5: 25. 2 ಥೆಸಲೊನೀಕ 3: 1. ಇಬ್ರಿಯ 13 :⁠ 18.	0.9278115	True	True	ಈ ಇತರ ಉದಾಹರಣೆಗಳನ್ನೂ ಗಮನಿಸಿ: ರೋಮನ್ಗಳು 15: 30. 1 ಥೆಸಲೋನಿಕರೇಯ 5: 25. 2 ಥೆಸಲೋನಿಕರೇಯ 3: 1. ಹೀಬ್ರೂಗಳು 13: 18.	ಈ ಇತರ ಉದಾಹರಣೆಗಳನ್ನು ಕೂಡ ಪರಿಗಣಿಸಿ: ರೋಮನ್ನರು 15:30. 1 ಥೆಸ್ಸಲೋನಿಕದವರಿಗೆ 5:25. 2 ಥೆಸ್ಸಲೋನಿಕದವರಿಗೆ 3:1. ಇಬ್ರಿಯರಿಗೆ 13:18.	ಇವುಗಳನ್ನೂ ಪರಿಗಣಿಸಿ: ರೋಮಾನ್ಸ್ 15: 30. 1 ಥೆಸ್ಸಲೋನಿಕರು 5: 25. 2 ಥೆಸ್ಸಲೋನಿಕರು 3: 1. ಹೀಬ್ರೂಗಳು 13: 18.	0.8943	0.8927	0.8750
3250	[[0.9093311]]	Chief minister HD Kumaraswamy cancelled all his scheduled programmes and visited the accident site and announced a compensation of Rs 5 lakh each to the family of those who were killed.	ತಮ್ಮ ಎಲ್ಲಾ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ರದ್ದುಪಡಿಸಿ ದುರಂತ ನಡೆದ ಸ್ಥಳಕ್ಕೆ ಆಗಮಿಸಿದ ಮುಖ್ಯಮಂತ್ರಿ ಎಚ್. ಡಿ. ಕುಮಾರಸ್ವಾಮಿ, ಮೃತಪಟ್ಟವರ ಸಂಬಂಧಿಕರಿಗೆ ಸಾಂತ್ವನ ಹೇಳಿ, ಮೃತಪಟ್ಟ ಕುಟುಂಬದವರಿಗೆ ತಲಾ 5 ಲಕ್ಷ ರೂ.	0.9093311	True	True	ಮುಖ್ಯಮಂತ್ರಿ ಹೆಚ್ಡಿ ಕುಮಾರಸ್ವಾಮಿ ಎಲ್ಲಾ ನಿಯೋಜಿತ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ರದ್ದು ಮಾಡಿ ದುರಘಟನೆ ಸ್ಥಳಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ಸಾವಿದವರ ಕುಟುಂಬದ ಪ್ರತಿಯೊಬ್ಬರಿಗೂ 5 ಲಕ್ಷ ರೂಪಾಯಿಗಳ ಕ್ಷತಿಪೂರ್ತಿ ಘೋಷಿಸಿದರು.	ಮುಖ್ಯಮಂತ್ರಿ ಎಚ್.ಡಿ. ಕುಮಾರಸ್ವಾಮಿ ತಮ್ಮ ಎಲ್ಲಾ ನಿಗದಿತ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ರದ್ದುಪಡಿಸಿ ಅಪಘಾತ ಸ್ಥಳಕ್ಕೆ ಭೇಟಿ ನೀಡಿದರು ಮತ್ತು ಮೃತಪಟ್ಟವರ ಕುಟುಂಬಗಳಿಗೆ ತಲಾ 5 ಲಕ್ಷ ರೂಪಾಯಿ ಪರಿಹಾರವನ್ನು ಘೋಷಿಸಿದರು.	ಮುಖ್ಯಮಂತ್ರಿ ಎಚ್ಡಿ ಕುಮಾರಸ್ವಾಮಿ ಅವರು ಎಲ್ಲಾ ನಿಗದಿತ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ರದ್ದುಗೊಳಿಸಿ ಅಪಘಾತ ಸ್ಥಳಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ಸಾವಿನ ಪರಿಣಾಮವಾಗಿ ಮೃತರ ಕುಟುಂಬಗಳಿಗೆ ಪ್ರತಿಯೊಬ್ಬರಿಗೆ ರೂ. 5 ಲಕ್ಷ ಪರಿಹಾರವನ್ನು ಘೋಷಿಸಿದರು.	0.7691	0.8033	0.7888
3400	[[0.91113174]]	The Prime Minister, Shri Narendra Modi, will visit his Parliamentary Constituency of Varanasi, on the 22ndand 23rdof September.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು ತಮ್ಮ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರ ವಾರಾಣಸಿಗೆ ಸೆಪ್ಟೆಂಬರ್ 22 ಮತ್ತು 23ರಂದು ಭೇಟಿ ನೀಡಲಿದ್ದಾರೆ.	0.91113174	True	True	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ, 22ಮತ್ತು 23ನೇ ಸೆಪ್ಟೆಂಬರ್ ತನ್ನ ಪಾರ್ಲಿಯಾಮೆಂಟ್ ಚುನಾವಣಾಲಯವಾದ ವಾರಾಣಸಿಗೆ ಭೇಟಿ ನೀಡುತ್ತಾರೆ.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿಯವರು ಸೆಪ್ಟೆಂಬರ್ 22 ಮತ್ತು 23 ರಂದು ತಮ್ಮ ಸಂಸದೀಯ ಕ್ಷೇತ್ರವಾದ ವಾರಾಣಸಿಗೆ ಭೇಟಿ ನೀಡಲಿದ್ದಾರೆ.	ಪ್ರಧಾನ ಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ, ಸೆಪ್ಟೆಂಬರ್ 22 ಮತ್ತು 23 ರಂದು ತನ್ನ ಸಂಸದೀಯ ಕ್ಷೇತ್ರವಾದ ವಾರಾಣಸಿಗೆ ಭೇಟಿ ನೀಡಲಿದ್ದಾರೆ.	0.8494	0.9282	0.9219
3479	[[0.9376235]]	The iPhone 11 series consists of iPhone 11, iPhone 11 Pro and iPhone 11 Pro Max.	ಐಫೋನ್ 11 ಸರಣಿಯು ಐಫೋನ್ 11, ಐಫೋನ್ 11 ಪ್ರೊ ಮತ್ತು ಐಫೋನ್ 11 ಪ್ರೊ ಮ್ಯಾಕ್ಸ್‌ ಫೋನ್‌ಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.	0.9376235	True	True	ಐಫೋನ್ 11 ಸರಣಿಯಲ್ಲಿ ಐಫೋನ್ 11, ಐಫೋನ್ 11 ಪ್ರೊ ಮತ್ತು ಐಫೋನ್ 11 ಪ್ರೊ ಮ್ಯಾಕ್ಸ್ ಇದೆ.	ಐಫೋನ್ 11 ಸರಣಿ iPhone 11, iPhone 11 Pro ಮತ್ತು iPhone 11 Pro Max ಅನ್ನು ಒಳಗೊಂಡಿದೆ.	ಐಫೋನ್ 11 ಸರಣಿ ಐಫೋನ್ 11, ಐಫೋನ್ 11 ಪ್ರೋ ಮತ್ತು ಐಫೋನ್ 11 ಪ್ರೋ ಮ್ಯಾಕ್ಸ್ ಅನ್ನು ಒಳಗೊಂಡಿದೆ.	0.9400	0.8329	0.9625
3568	[[0.9221945]]	After some time, mini buses, jeep, van, cars, two-wheelers and LCVs were permitted to pass through the route.	ಕೆಲ ಸಮಯದ ಬಳಿಕ ಮಿನಿ ಬಸ್, ಜೀಪು, ವ್ಯಾನ್, ಕಾರು, ದ್ವಿಚಕ್ರ, ಎಲ್‌ಸಿವಿ ವಾಹನಗಳಿಗೆ ಮಾತ್ರ ಸಂಚಾರಕ್ಕೆ ಅವಕಾಶ ನೀಡಲಾಗಿತ್ತು.	0.9221945	True	True	ಕೆಲವು ಸಮಯದ ನಂತರ, ಮಿನಿ ಬಸ್ಸುಗಳು, ಜೀಪ್, ವ್ಯಾನ್, ಕಾರುಗಳು, ಎರಡು ಚಕ್ರಗಳು ಮತ್ತು LCVs ರಸ್ತೆಯಲ್ಲಿ ಹಾದಿಯಲ್ಲಿ ಹೋಗಲು ಅನುಮತಿ ನೀಡಲಾಯಿತು.	ಕೆಲವು ಸಮಯದ ನಂತರ, ಮಿನಿ ಬಸ್‌ಗಳು, ಜೀಪ್‌ಗಳು, ವ್ಯಾನ್‌ಗಳು, ಕಾರುಗಳು, ಎರಡು ಚಕ್ರ ವಾಹನಗಳು ಮತ್ತು ಎಲ್‌ಸಿವಿಗಳು ಮಾರ್ಗದ ಮೂಲಕ ಹೋಗಲು ಅನುಮತಿಸಲಾಯಿತು.	ಕೆಲವು ಸಮಯದ ನಂತರ, ಮಿನಿ ಬಸ್ಸುಗಳು, ಜೀಪ್, ವ್ಯಾನ್, ಕಾರುಗಳು, ಟು-ವೀಲರ್ಗಳು ಮತ್ತು ಎಲ್ಸಿವಿಗಳು ಮಾರ್ಗದ ಮೂಲಕ ಹಾದುಹೋಗಲು ಅನುಮತಿ ನೀಡಲಾಯಿತು.	0.8209	0.8408	0.8307
