idx	src	tgt	Perfect(90-100)	Good(70-90)	Fair(51-69)	Poor(30-50)	bad(11-29)	worst(0-10)	Comments	Chatgpt-Translated Hindi (en_hi_gpt_3_5_trans_las_gt_las_gt_0_9_gt_8_words)	human_eval_chatgpt_3.5	Good(70-90).1	Fair(51-69).1	Poor(30-50).1	bad(11-29).1	worst(0-10).1	Comments.1	Ollama-Translated Hindi(en_hi_output_ollama_v3_trans_las_gt_las_gt_0_9_gt_8_words)	human_eval_ollama	Good(70-90).2	Fair(51-69).2	Poor(30-50).2	bad(11-29).2	worst(0-10).2	Comments.2	gpt_p_scores	gpt_r_scores	gpt_f1_scores	ollama_p_scores	ollama_r_scores	ollama_f1_scores	gpt_bleu_scores	ollama_bleu_scores	human_eval_gpt_scores	human_eval_ollama_scores	gpt_4o_trans	gpt_35_meteor_score	gpt_4o_meteor_score	ollama_trans_meteor_score	gpt_4o_f1_score	gpt_4o_bleu_score
347.0	Ministry of Finance 99 MSMEs to gain by Tax Incentives provided in General Budget 2018-19 Government to Forego Rs 7,000 Crores due to this incentive The Union Minister for Finance and Corporate Affairs, Shri Arun Jaitley has proposed a reduced rate of 25 to companies that have reported turnover up to Rs 250 crores in financial year 2016-17.	वित्त मंत्रालय आम बजट 2018-19 में कर-राहत से 99 प्रतिशत छोटे उद्यमों को फायदा होगा कर-राहत से सरकार को 7000 करोड़ रुपये की राजस्व-हानि केन्द्रीय वित्त एवं कॉरपोरेट मामलों के मंत्री श्री अरुण जेटली ने उन कंपनियों के लिए 25 प्रतिशत के घटे हुए दर का प्रस्ताव किया है, जिनका वित्त वर्ष 2016-17 के दौरान टर्नओवर 250 करोड़ रुपए तक है।	80.0							वित्त मंत्रालय 2018-19 के सामान्य बजट में प्रदान की गई कर सब्सिडी से लाभान्वित होंगे 99 एमएसएमई, सरकार इस प्रोत्साहन के कारण 7,000 करोड़ रुपये का नुकसान करेगी। वित्त और कॉर्पोरेट कार्य मंत्री श्री अरुण जेटली ने 2016-17 वित्तीय वर्ष में टर्नओवर 250 करोड़ रुपये तक रिपोर्ट करने वाली कंपनियों के लिए 25% की कम करने की प्रस्तावना की है।	75.0	75.0						वित्त मंत्रालय: 2018-19 के सामान्य बजट में प्रदान किए गए कर प्रोत्साहन से 99 एमएसएमई लाभान्वित होंगे सरकार इस प्रोत्साहन के कारण 7,000 करोड़ रुपये छोड़ेगी वित्त और कॉर्पोरेट मामलों के केंद्रीय मंत्री, श्री अरुण जेटली ने 2016-17 में 250 करोड़ रुपये तक के टर्नओवर वाली कंपनियों के लिए 25 प्रतिशत की दर प्रस्तावित की है।	90.0							0.7964	0.779	0.7876	0.8642	0.8565	0.8603	0.17	0.16	0.75	0.9	वित्त मंत्रालय 99 सूक्ष्म, लघु और मध्यम उद्यमों (MSMEs) को कर प्रोत्साहन के माध्यम से लाभ होगा जो आम बजट 2018-19 में प्रदान किया गया है। इस प्रोत्साहन के कारण सरकार को 7,000 करोड़ रुपये का राजस्व छोड़ना पड़ेगा। वित्त और कॉर्पोरेट कार्य मंत्री, श्री अरुण जेटली ने उन कंपनियों के लिए 25% की घटी हुई दर का प्रस्ताव दिया है, जिन्होंने वित्तीय वर्ष 2016-17 में 250 करोड़ रुपये तक का कारोबार दर्ज किया है।	0.3930742817540322	0.5281015194212402	0.3978115310295241	0.8061	0.23
350.0	Apart from these, several important projects have been taken up in the Delhi NCR areas around Haryana	इनके अलावा हरियाणा के आसपास दिल्ली एनसीआर क्षेत्रों में कई अहम परियोजनाएं शुरू की गई हैं	100.0							इनके अलावा, हरियाणा के आस-पास दिल्ली NCR क्षेत्रों में कई महत्वपूर्ण परियोजनाएं ली गई हैं।	85.0	85.0					taken up mistranslated	इनके अलावा, हरियाणा के आसपास दिल्ली एनसीआर क्षेत्रों में कई महत्वपूर्ण परियोजनाएं शुरू की गई हैं।	100.0							0.8877	0.9072	0.8973	0.9496	0.9566	0.9531	0.0	0.6	0.85	1.0	इनके अलावा, हरियाणा के आसपास के दिल्ली एनसीआर क्षेत्रों में कई महत्वपूर्ण परियोजनाएं शुरू की गई हैं।	0.5575	0.8301839254220206	0.8652871086322728	0.9428	0.43
382.0	Similar conclusions were reached by Michael McElroy and Steven Wofsy at Harvard University.	इसी तरह के निष्कर्ष माइकल McElroy और स्टीवन Wofsy द्वारा हार्वर्ड विश्वविद्यालय में दिए गए।	85.0	85.0					reached mistranslated, last names left	हार्वर्ड विश्वविद्यालय में माइकल मैक्एलरॉय और स्टीवन वॉफसी द्वारा समान निष्कर्ष निकाले गए।	100.0							हरवर्ड विश्वविद्यालय में माइकल मैकेलरॉय और स्टीवन वोफ्सी ने भी इसी नतीजे पर पहुँचे।	95.0						incorrect ne	0.8499	0.8335	0.8416	0.792	0.7892	0.7906	0.0	0.0	1.0	0.95	माइकल मैकेलरॉय और स्टीवन वॉफ्सी ने हार्वर्ड विश्वविद्यालय में इसी तरह के निष्कर्ष निकाले।	0.5180180180180181	0.6496644295302012	0.3430275913497391	0.8559	0.27
412.0	The 8GB RAM and 128GB model is priced at Rs 19,999.	इसके 8GB रैम और 128GB स्टोरेज वाले वेरिएंट की कीमत 19,999 रुपये है।	85.0	85.0					extra things	8 जीबी रैम और 128 जीबी मॉडल की कीमत 19,999 रुपये है।	100.0							8GB रैम और 128GB मॉडल की कीमत 19,999 रुपये है.	100.0							0.8436	0.8702	0.8567	0.8733	0.9268	0.8992	0.34	0.39	1.0	1.0	8GB रैम और 128GB मॉडल की कीमत 19,999 रुपये है।	0.5363075462743236	0.7047730144843005	0.6201171875000001	0.9029	0.49
415.0	Directed Delhi Police to take all possible steps in coordination with JNU Administration to maintain law and order&take action against the perpetrators of violence.	दिल्ली पुलिस को कानून व्यवस्था बनाये रखने तथा हिंसा के खिलाफ कार्रवाई करने के लिए जेएनयू प्रशासन के साथ मिलकर हरसंभव कदम उठाने का निर्देश दिया।	95.0						Missed perpetrators	दिल्ली पुलिस से निर्देशित किया कि वे जेएनयू प्रशासन के साथ समन्वय में सभी संभावित कदम उठाएं और कानून और व्यवस्था को बनाए रखने के लिए हिंसा के प्रवर्तकों के खिलाफ कार्रवाई करें।	95.0							दिल्ली पुलिस को जेएनयू प्रशासन के साथ समन्वय में कानून व्यवस्था बनाए रखने और हिंसा के दोषियों के खिलाफ कार्रवाई करने के लिए सभी संभव कदम उठाने के निर्देश दिए।	90.0						perpetrators mistranslated	0.8525	0.8219	0.8369	0.9136	0.9007	0.9071	0.14	0.32	0.95	0.9	दिल्ली पुलिस को निर्देश दिया कि कानून और व्यवस्था बनाए रखने के लिए जेएनयू प्रशासन के साथ समन्वय में सभी संभव कदम उठाएं और हिंसा के अपराधियों के खिलाफ कार्रवाई करें।	0.4588986949703874	0.5513044491031913	0.7102272727272727	0.8667	0.26
425.0	Yogi's programme at Patna postponed due to Mayoral poll	पटना में मेयर चुनाव के कारण योगी का कार्यक्रम स्थगित	100.0							पटना में योगी का कार्यक्रम मेयरी चुनाव के कारण स्थगित हो गया।	100.0							पटना में योगी के कार्यक्रम को महापौर चुनाव के कारण स्थगित कर दिया गया	100.0							0.8992	0.8701	0.8844	0.9045	0.8509	0.8769	0.0	0.0	1.0	1.0	योगी का कार्यक्रम पटना में मेयर चुनाव के कारण स्थगित हुआ।	0.8436213991769549	0.9767326732673268	0.6753305288461539	0.8944	0.6
426.0	Yamato and his friends were unsure of where he ended up to after he tried to stop him again.	Yamato और अपने दोस्तों जहां वह समाप्त हो गया उसके बाद वह उसे फिर से रोकने की कोशिश के अनिश्चित थे।	20.0				20.0			यमातो और उसके दोस्त यह निश्चित नहीं थे कि उसने उसे फिर से रोकने की कोशिश करने के बाद वह कहां पहुँच गया।	60.0		60.0					यामातो और उसके दोस्त यह निश्चित नहीं थे कि वह फिर से उसे रोकने की कोशिश करने के बाद कहाँ पहुँच गया।	60.0		60.0					0.8089	0.8134	0.8112	0.8051	0.8114	0.8082	0.25	0.0	0.6	0.6	यामाटो और उसके दोस्त इस बात को लेकर अनिश्चित थे कि उसे फिर से रोकने की कोशिश करने के बाद वह कहाँ चला गया।	0.4945033525651021	0.5281690140845071	0.4210567545337041	0.8249	0.24
429.0	The Ministry had sanctioned Rs 35.19 Lakh in September 2009.	मंत्रालय ने सितंबर 2009 में 35.19 लाख रूपये की मंजूरी दी थी।	100.0							मंत्रालय ने सितंबर 2009 में 35.19 लाख रुपये की मंजूरी दी थी।	100.0							सितंबर 2009 में मंत्रालय ने 35.19 लाख रुपये स्वीकृत किए थे।	100.0							0.9886	0.9886	0.9886	0.8975	0.9159	0.9066	0.73	0.0	1.0	1.0	मंत्रालय ने सितंबर 2009 में 35.19 लाख रुपये मंजूर किए थे।	0.9139118457300276	0.5873778082661636	0.565083176127594	0.9377	0.52
430.0	This price is for the 4GB RAM and 64GB storage variant.	यह कीमत 4GB रैम और 64GB स्टोरेज वाले वेरियंट की है।	100.0							यह मूल्य 4 जीबी रैम और 64 जीबी स्टोरेज वेरिएंट के लिए है।	100.0							यह कीमत 4GB रैम और 64GB स्टोरेज वेरिएंट के लिए है।	100.0							0.8717	0.8547	0.8631	0.9347	0.9263	0.9305	0.0	0.59	1.0	1.0	यह कीमत 4GB रैम और 64GB स्टोरेज वाले वेरिएंट के लिए है।	0.3321428571428571	0.8063619174730285	0.7215909090909091	0.9496	0.63
511.0	Arjun Kapoor is the son of the famous producer, Boney Kapoor.	अर्जुन फिल्म इंडस्ट्री के फेमस प्रोड्यूसर बोनी कपूर के बेटे हैं।	90.0						Missed first Kapoor, famous producer left	अर्जुन कपूर मशहूर निर्माता बोनी कपूर का बेटा है।	100.0							अर्जुन कपूर प्रसिद्ध निर्माता बोनी कपूर के पुत्र हैं।	90.0							0.7823	0.8558	0.8174	0.7666	0.8814	0.82	0.0	0.0	1.0	0.9	अर्जुन कपूर प्रसिद्ध निर्माता बोनी कपूर के पुत्र हैं।	0.2366255144032921	0.412962962962963	0.412962962962963	0.8200	0.0
521.0	The airline will deploy 70-seater ATR 72 aircraft on the route.	इस मार्ग पर 70 सीटों वाले एटीआर 72 विमान का परिचालन किया जायेगा।	100.0							एयरलाइन रूट पर 70 सीट वाले एटीआर 72 एयरक्राफ्ट का उपयोग करेगी।	85.0	85.0						एयरलाइन मार्ग पर 70 सीटर एटीआर 72 विमान तैनात करेगी।	90.0						Missing ko	0.8401	0.799	0.819	0.831	0.8244	0.8277	0.0	0.0	0.85	0.9	एयरलाइन इस मार्ग पर 70-सीटर एटीआर 72 विमान तैनात करेगी।	0.436046511627907	0.4636920384951881	0.4636920384951881	0.8332	0.28
523.0	Ms. M Sathiyavathy is New Secretary of Labour and Employment	सुश्री एम. साथियावती बनीं नई श्रम और रोजगार सचिव	100.0							श्रीमती एम शाथियावती श्रम और रोजगार के नए सचिव हैं।	90.0						Ms mistranslated	श्रीमती एम सथियावथी श्रम और रोजगार की नई सचिव हैं	90.0						Ms mistranslated	0.82	0.8279	0.8239	0.8152	0.8318	0.8234	0.0	0.0	0.9	0.9	सुश्री एम. सथियवती श्रम और रोजगार की नई सचिव हैं।	0.446	0.7425742574257427	0.5111111111111111	0.8739	0.0
528.0	In fact, for BSF the war on eastern front had started well before the war actually broke out in Dec '71.	वास्तव में, बीएसएफ के लिए दिसम्बर '71 में युद्ध वास्तव में टूटने से पहले पूर्वी मोर्चे पर युद्ध शुरू हो गया था।	75.0	75.0					broke out mistranslated	वास्तव में, बीएसएफ के लिए पूर्वी दल पर युद्ध वास्तव में १९७१ के दिसंबर में युद्ध आरंभ होने से पहले ही शुरू हो चुका था।	90.0						front mistranstaled	वास्तव में BSF के लिए पूर्वी मोर्चे पर युद्ध दिसंबर '71 में वास्तविक रूप से शुरू होने से पहले ही शुरू हो गया था।	100.0							0.8877	0.8765	0.8821	0.8944	0.9022	0.8983	0.3	0.27	0.9	1.0	वास्तव में, बीएसएफ के लिए पूर्वी मोर्चे पर युद्ध दिसंबर '71 में युद्ध के वास्तविक रूप से शुरू होने से काफी पहले ही आरंभ हो गया था।	0.6580829756795422	0.6467849354629576	0.6493506493506493	0.9180	0.35
529.0	However, the court said that there was no danger involved to the life of the mother and child if the pregnancy was continued.	हालांकि अदालत ने कहा कि अगर गर्भावस्था जारी रहती है, तो इससे मां और शिशु की जान को कोई खतरा नहीं है।	90.0						changed to present tense	हालांकि, अदालत ने कहा कि अगर गर्भावस्था जारी रखी जाती तो माता और बच्चे की जिंदगी को किसी भी खतरे का सामना नहीं करना पड़ता।	98.0						Comma not needed	हालांकि, अदालत ने कहा कि माँ और बच्चे के जीवन को कोई खतरा नहीं था अगर गर्भावस्था जारी रखी जाती।	98.0						Comma not needed	0.9076	0.8767	0.8919	0.8792	0.8925	0.8858	0.26	0.27	0.98	0.98	हालांकि, अदालत ने कहा कि यदि गर्भावस्था जारी रहती है, तो माँ और बच्चे के जीवन को कोई खतरा नहीं है।	0.5448016116317771	0.7297276967052804	0.5898675259577515	0.9358	0.48
552.0	When specifically asked that since he is In-Charge of North Eastern region which usually depends on tourism, what would be the effect of COVID pandemic, Dr Jitendra Singh replied that North East will rather gain in tourism and may start attracting tourists from Europe and other western countries as well because while most of the tourist resorts in those countries have been heavily afflicted by Corona, it is the North Eastern region of India which remains relatively Corona-free and some of the most popular tourist destinations like Sikkim did not have even a single Corona positive case throughout	पूर्वोत्तर क्षेत्र, जो आमतौर पर पर्यटन पर ही निर्भर है, का प्रभारी होने के नाते जब उनसे खास तौर पर कोविड महामारी के प्रभाव के बारे में पूछा गया तो डॉक्टर जितेंद्र सिंह ने कहा कि पूर्वोत्तर क्षेत्र को निश्चय ही पर्यटन में फायदा होगा और यह यूरोप सहित अन्य पश्चिम देशों के सैलानियों को आकर्षित करना शुरू कर सकता है क्योंकि जब उन देशों के ज्यादातर पर्यटक स्थल कोरोना से बुरी तरह प्रभावित रहे तब भारत का पूर्वोत्तर क्षेत्र ही है जो नि:संदेह कोरोना से मुक्त रहा और सिक्किम जैसे कुछ लोकप्रिय पर्यटक स्थल में तो कोरोना का एक भी पॉजिटिव मामला सामने नहीं आया	100.0							जब विशेष रूप से पूछा गया कि क्योंकि उन्हें उत्तर पूर्वी क्षेत्र का प्रभारी बनाया गया है जो आमतौर पर पर्यटन पर निर्भर करता है, COVID महामारी का क्या प्रभाव होगा, तो डॉ. जितेंद्र सिंह ने कहा कि उत्तर पूर्वी क्षेत्र पर पर्यटन में बढ़ोतरी होगी और यह यूरोप और अन्य पश्चिमी देशों से पर्यटकों को आकर्षित करने लगेगा क्योंकि जबकि उन देशों के अधिकांश पर्यटन स्थलों को कोरोना से भारी नुकसान हुआ है, भारत के उत्तर पूर्वी क्षेत्र कोरोना से लगभग मुक्त रहता है और सिक्किम जैसे कुछ प्रमुख पर्यटन स्थलों में एक भी कोरोना सकारात्मक मामला नहीं था।	100.0							जब विशेष रूप से पूछा गया कि चूंकि वह उत्तर पूर्वी क्षेत्र के प्रभारी हैं, जो पर्यटन पर निर्भर करता है, कोविड महामारी का प्रभाव क्या होगा, डॉ जितेंद्र सिंह ने उत्तर दिया कि उत्तर पूर्व पर्यटन में लाभान्वित होगा और यूरोप तथा अन्य पश्चिमी देशों से पर्यटकों को आकर्षित करना शुरू कर देगा क्योंकि जबकि उन देशों के अधिकांश पर्यटन रिसॉर्ट कोरोना से बुरी तरह प्रभावित हुए हैं, भारत के उत्तर पूर्वी क्षेत्र में कोरोना से अपेक्षाकृत मुक्त है और सिक्किम जैसे लोकप्रिय पर्यटन स्थलों में कोरोना पॉजिटिव मामला एक भी नहीं था।	100.0							0.7873	0.8226	0.8046	0.7899	0.8236	0.8064	0.15	0.14	1.0	1.0	जब विशेष रूप से उनसे पूछा गया कि चूंकि वह उत्तर पूर्वी क्षेत्र के इंचार्ज हैं जो आमतौर पर पर्यटन पर निर्भर करता है, तो COVID महामारी का क्या प्रभाव होगा, डॉ. जितेंद्र सिंह ने उत्तर दिया कि उत्तर पूर्व पर्यटन में लाभ प्राप्त करेगा और यूरोप और अन्य पश्चिमी देशों से पर्यटकों को आकर्षित करना शुरू कर सकता है क्योंकि जहां उन देशों के अधिकांश पर्यटक स्थलों को कोरोना ने बुरी तरह प्रभावित किया है, वहीं भारत का उत्तर पूर्वी क्षेत्र अपेक्षाकृत कोरोना मुक्त है और कुछ सबसे लोकप्रिय पर्यटक स्थलों जैसे सिक्किम में पूरे समय में एक भी कोरोना पॉजिटिव मामला नहीं था।	0.4217502617438355	0.4600256214285809	0.4691600336721627	0.7907	0.18
563.0	Solar Parks and UMSPPs will be set up by 2019-20 with central governments financial support of Rs 8,100 crore.	केंद्र सरकार के 8,100 करोड़ रुपये के वित्तीय समर्थन के साथ सौर पार्क और यूएमएसपीपी का गठन 2019-20 तक किया जाएगा।	95.0						set up mistranstaled	सोलर पार्क और यूएमएसपीपी 2019-20 तक सेटअप किए जाएंगे, केंद्र सरकार के आर्थिक सहायता के साथ रुपये 8,100 करोड़।	70.0	70.0					set up left, poor sentence structure	सौर पार्क और यूएमएसपीपी 2019-20 तक केंद्र सरकार के 8,100 करोड़ रुपये के वित्तीय समर्थन से स्थापित किए जाएंगे।	100.0							0.8453	0.8526	0.849	0.9154	0.9264	0.9209	0.21	0.56	0.7	1.0	सौर पार्क और UMSPPs को केंद्रीय सरकार के 8,100 करोड़ रुपये के वित्तीय समर्थन के साथ 2019-20 तक स्थापित किया जाएगा।	0.5171783625730992	0.8042511122095898	0.684508547008547	0.9100	0.59
599.0	Marc Guggenheim wrote the script, while Hugh Jackman, Liev Schreiber, and will.i.am voiced their characters from the film.	इसकी पटकथा मार्क गुग्गेनहिम ने लिखी, जबकि ह्यू जैकमैन,Liev स्क्रिबर, और will.i.am ने फिल्म कें चरित्रों को अपनी-अपनी आवाज प्रदान की।	95.0						mixed language	मार्क गुगेनहाइम ने स्क्रिप्ट लिखी, जबकि ह्यू जैकमैन, लिव श्रेइबर, और विल.आई.एम. ने फिल्म से अपने किरदारों की आवाज दी।	80.0	80.0					se incorrect, apne at incorrect place	मार्क गुगेनहाइम ने स्क्रिप्ट लिखी, जबकि ह्यू जैकमैन, लीव श्राइबर और विल.आई.एम ने फिल्म से अपने किरदारों की आवाज़ दी।	80.0	80.0					se incorrect, apne at incorrect place	0.8425	0.8475	0.845	0.8392	0.8473	0.8433	0.22	0.2	0.8	0.8	मार्क गुगेनहाइम ने पटकथा लिखी, जबकि ह्यू जैकमैन, लिव श्रेइबर और विल.आई.एम ने फिल्म में अपने पात्रों को आवाज़ दी।	0.4964235640788004	0.4065352274632873	0.3596881587312209	0.8573	0.21
668.0	Shloka is youngest of three children of Russell and Mona Mehta.	श्लोका, रसेल मेहता और मोना की तीन संतानों में सबसे छोटी हैं।	98.0						comma not needed	श्लोका रसेल और मोना मेहता के तीन बच्चों में सबसे छोटी है।	100.0							श्लोका रसल और मोना मेहता के तीन बच्चों में सबसे छोटी है।	100.0							0.9002	0.891	0.8956	0.8964	0.887	0.8917	0.0	0.0	1.0	1.0	श्लोका रसेल और मोना मेहता के तीन बच्चों में सबसे छोटी है।	0.594315245478036	0.594315245478036	0.544452519379845	0.8956	0.0
677.0	Amitabh Bachchan, Ranbir Kapoor, and Alia Bhatt will also be playing the lead roles in the film.	इसमें आलिया भट्ट और रणबीर कपूर के साथ ही अमिताभ बच्चन भी अहम किरदार निभाते दिखेंगे।	95.0						changed order of names	अमिताभ बच्चन, रणबीर कपूर, और आलिया भट्ट भी फिल्म में मुख्य भूमिकाएँ निभाएंगे।	100.0							अमिताभ बच्चन, रणबीर कपूर और आलिया भट्ट फिल्म में मुख्य भूमिकाएं निभाएंगे।	100.0							0.8343	0.8648	0.8493	0.8348	0.876	0.8549	0.0	0.0	1.0	1.0	फिल्म में अमिताभ बच्चन, रणबीर कपूर और आलिया भट्ट भी मुख्य भूमिकाएं निभाएंगे।	0.4417256289308176	0.4445213607594936	0.4042636162745352	0.8783	0.0
708.0	Two other accused in the case, Sandeep V Dange and Ramchandra Kalsangra are still absconding, while another accused Sunil Joshi had died.	मामले के दो अन्य आरोपी संदीप वी डांगे और रामचंद्र कलसांगरा फरार हैं और एक अन्य आरोपी सुनील जोशी की मौत हो चुकी है।	100.0							मामले में दो अन्य अभियुक्त, संदीप वी डंगे और रामचंद्र कालसांगरा अभी भागे हुए हैं, जबकि एक अन्य अभियुक्त सुनील जोशी की मौत हो गई थी।	95.0						had mistranslated	मामले में दो अन्य आरोपी, संदीप वी डांगे और रामचंद्र कालसंगरा अभी भी फरार हैं, जबकि एक अन्य आरोपी सुनील जोशी की मृत्यु हो गई थी।	95.0						had mistranslated	0.8905	0.8794	0.8849	0.9242	0.9171	0.9207	0.2	0.36	0.95	0.95	इस मामले में दो अन्य आरोपियों, संदीप वी डांगे और रामचंद्र कालसांगरा, अभी भी फरार हैं, जबकि एक अन्य आरोपी सुनील जोशी की मृत्यु हो चुकी है।	0.5681238615664845	0.7435308425106413	0.7053228091479459	0.9243	0.35
709.0	Revenue and Rehabilitation Minister Rampal Singh and MlA Ranjeet Singh Gunwan also spoke on the occasion.	अंत्योदय मेला को राजस्व एवं पुनर्वास मंत्री रामपाल सिंह एवं विधायक रंजीत सिंह गुणवान ने भी संबोधित किया।	90.0						added mela	राजस्व और पुनर्वास मंत्री रामपाल सिंह और विधायक रणजीत सिंह गुंवान ने भी इस अवसर पर बोला।	90.0						should have used plural	राजस्व एवं पुनर्वास मंत्री रामपाल सिंह और विधायक रंजीत सिंह गुनवान ने भी इस अवसर पर बोला।	90.0						should have used plural	0.8609	0.8773	0.869	0.87	0.8911	0.8804	0.18	0.37	0.9	0.9	राजस्व और पुनर्वास मंत्रीRampal Singh और विधायक Ranjeet Singh Gunwan ने भी इस अवसर पर बात की।	0.4596868749568936	0.2078212290502793	0.5856687751050372	0.8024	0.0
728.0	Targeting the Modi government, Chowdhury said the country is reeling under drought, but the government is not worried.	मोदी सरकार पर निशाना साधते हुए चौधरी ने कहा कि देश सूखे की चपेट में है, लेकिन सरकार चिंतित नहीं है।	100.0							चौधरी ने मोदी सरकार को निशाना बनाते हुए कहा कि देश सूखे की चपेट में है, लेकिन सरकार को चिंता नहीं है।	100.0							मोदी सरकार पर निशाना साधते हुए चौधरी ने कहा कि देश सूखे की मार झेल रहा है, लेकिन सरकार चिंतित नहीं है.	100.0							0.9245	0.9369	0.9307	0.9581	0.9527	0.9554	0.54	0.7	1.0	1.0	मोदी सरकार पर निशाना साधते हुए चौधरी ने कहा कि देश सूखे की चपेट में है, लेकिन सरकार चिंतित नहीं है।	0.8461914490918891	0.9999530428249436	0.8541713458610966	1.	1.0
741.0	Ministry of Railways Indian Railways distributes more than 85 lakh free meals and about 1.25 crore free water bottles to nearly 50 lakh migrants travelling in Shramik Special Trains As on 28th May 2020, 3736 Shramik Special trains have been operationalized from various states across the country Yesterday 172 Shramik Specials were originated Indian Railways has distributed more than 85 lakh free meals and about 1.25 crore free water bottles to migrants travelling in Shramik Special Trains since 1st May 2020.	रेल मंत्रालय भारतीय रेलवे ने श्रमिक स्पेशल ट्रेनों में यात्रा करने वाले लगभग 50 लाख प्रवासियों को 85 लाख से भी अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित कीं 28 मई 2020 तक देश भर के विभिन्न राज्यों से 3736 श्रमिक स्पेशल ट्रेनें चलाई गई हैं कल 172 श्रमिक स्पेशल ट्रेनें रवाना की गईं भारतीय रेलवे ने 1 मई, 2020 से ही श्रमिक स्पेशल ट्रेनों में यात्रा करने वाले लगभग 50 लाख प्रवासियों को 85 लाख से भी अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की हैं।	100.0							रेल मंत्रालय भारतीय रेल द्वारा श्रमिक विशेष ट्रेनों में यात्रा कर रहे लगभग 50 लाख प्रवासियों को 28 मई 2020 को 85 लाख से अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की गई है। 1 मई 2020 से अब तक 3736 श्रमिक विशेष ट्रेनें देश भर के विभिन्न राज्यों से संचालित की गई हैं। कल 172 श्रमिक विशेष ट्रेनें शुरू की गई थीं। भारतीय रेल ने 1 मई 2020 से अब तक श्रमिक विशेष ट्रेनों में यात्रा कर रहे प्रवासियों को 85 लाख से अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की है।	100.0							रेल मंत्रालय भारतीय रेलवे ने श्रमिक स्पेशल ट्रेनों में यात्रा कर रहे लगभग 50 लाख प्रवासियों को 85 लाख से अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की हैं। 28 मई 2020 तक, देश भर के विभिन्न राज्यों से 3736 श्रमिक स्पेशल ट्रेनें संचालित की गई हैं। कल 172 श्रमिक स्पेशल ट्रेनें शुरू की गई थीं। भारतीय रेलवे ने 1 मई 2020 से श्रमिक स्पेशल ट्रेनों में यात्रा कर रहे प्रवासियों को 85 लाख से अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की हैं।	100.0							0.9123	0.9321	0.9221	0.9604	0.9658	0.9631	0.45	0.65	1.0	1.0	रेल मंत्रालय भारतीय रेलवे ने श्रमिक स्पेशल ट्रेनों में यात्रा कर रहे लगभग 50 लाख प्रवासियों को 85 लाख से अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की हैं। 28 मई 2020 तक, देश के विभिन्न राज्यों से 3736 श्रमिक स्पेशल ट्रेनें चालू की गई हैं। कल 172 श्रमिक स्पेशल ट्रेनें शुरू की गईं। भारतीय रेलवे ने 1 मई 2020 से श्रमिक स्पेशल ट्रेनों में यात्रा कर रहे प्रवासियों को 85 लाख से अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की हैं।	0.7259523970671178	0.830482466175506	0.8405007731162654	0.9624	0.64
743.0	Karnataka assembly elections to be held in one phase	एक ही चरण में होगा कर्नाटक के विधानसभा चुनाव	95.0						ke -> ka	कर्नाटक विधानसभा चुनाव एक चरण में होंगे।	100.0							कर्नाटक विधानसभा चुनाव एक चरण में होंगे।	100.0							0.827	0.8116	0.8192	0.827	0.8116	0.8192	0.0	0.0	1.0	1.0	कर्नाटक विधानसभा चुनाव एक चरण में आयोजित किए जाएंगे।	0.5808080808080809	0.5679012345679012	0.5808080808080809	0.8061	0.0
782.0	He was unwell for the last a few months.	पिछले कुछ महीनों से उनकी तबीयत खराब थी।	100.0							वह पिछले कुछ महीनों से अस्वस्थ था।	100.0							वह पिछले कुछ महीनों से बीमार था।	100.0							0.8568	0.8679	0.8623	0.8532	0.8925	0.8724	0.36	0.36	1.0	1.0	वह पिछले कुछ महीनों से अस्वस्थ था।	0.5023734177215189	0.5023734177215189	0.5023734177215189	0.8623	0.36
787.0	He said different organisations and individuals have complained that Hindu gods and goddesses have been ridiculed in 'Tandav' web series.	उन्होंने कहा कि विभिन्न संगठनों और व्यक्तियों ने शिकायत की है कि तांडव वेब सीरीज में हिंदू देवी-देवताओं का उपहास किया गया है.	100.0							उन्होंने कहा कि विभिन्न संगठन और व्यक्तियों ने शिकायत की है कि 'तांडव' वेब सीरीज में हिन्दू देवी-देवताओं का मजाक उड़ा गया है।	95.0						sangthan should be plural	उन्होंने कहा कि विभिन्न संगठनों और व्यक्तियों ने शिकायत की है कि 'टंडव' वेब सीरीज में हिंदू देवी-देवताओं का उपहास किया गया है.	100.0							0.9473	0.9467	0.947	0.9831	0.9762	0.9796	0.42	0.88	0.95	1.0	उन्होंने कहा कि विभिन्न संगठनों और व्यक्तियों ने शिकायत की है कि 'तांडव' वेब सीरीज में हिंदू देवी-देवताओं का उपहास किया गया है।	0.7141027611290407	0.9075048866636946	0.9501007670796294	0.9844	0.8
