idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_f1_score	gpt_4o_f1_score	ollama_f1_score
724	[[0.90947187]]	FIH Goalkeeper of the Year: Rachael Lynch (Australia), Maria Ruiz (Spain), Mathilde Petriaux (France), Ayeisha McFerran (Ireland), Megumi Kageyama (Japan)	ଏଫଆଇଏଚ୍ ଗୋଲକିପର ଅଫ୍ ଦି ଇୟର୍‌: ରାଚେଲ୍ ଲିଞ୍ଚ୍ (ଅଷ୍ଟ୍ରେଲିଆ), ମାରିଆ ରୁଇଜ୍ (ସ୍ପେନ୍‌), ମାଥିଲଡେ ପିଟ୍ରିଅକ୍ସ (ଫ୍ରାନ୍ସ), ଆୟେଶା ମ୍ୟାକଫେରାନ୍ (ଆୟର୍ଲ୍ୟାଣ୍ଡ୍‌), ମେଗୁମି କାଗେୟାମା (ଜାପାନ)।	0.90947187	True	True	FIH ଗୋଲ୍‌କୀପର୍ ଅଫ୍ ଦି ଇୟାର: ରାଚାଏଲ ଲିଞ୍ଚ୍ (ଅଷ୍ଟ୍ରେଲିଆ), ମରିଆ ରୁଇଜ୍ (ସ୍ପେନ୍), ମାଥିଲ୍ଡେ ପେଟ୍‌ରିଆଉକ୍ସ (ଫ୍ରାନ୍ସ), ଏୟେଶା ମାକ୍‌ଫେରାନ୍ (ଆୟରଲ୍ୟାଣ୍ଡ), ମେଗୁମି କଗେୟାମା (ଜାପାନ୍)	ଏଫଏଆଇଏଚ ଜୀବନ୍ଦାନୀ ଉପାଧି: ରାଚେଲ ଲିଞ୍ଚ (ଅଷ୍ଟ୍ରେଲିଆ), ମାରିଆ ରୁଇଜ୍ (ସ୍ପେନ୍), ମାଥିଲ୍ଦେ ପେଟ୍ରିଅକ୍ସ (ଫ୍ରାନ୍ସ), ଏଇଶା ମ୍କଫେରାନ୍ (ଆୟରଲ୍ୟାଣ୍ଡ), ମେଗୁମି କାଗେୟାମା (ଜାପାନ୍)।	ଏଫଆଇଏଚ ବର୍ଷର ଗୋଲକିପର: ରାଚେଲ ଲିଞ୍ଚ (ଅଷ୍ଟ୍ରେଲିଆ), ମାରିଆ ରୁଇଜ (ସ୍ପେନ), ମାଥିଲ୍ଡ ପେଟ୍ରିଆକ୍ସ (ଫ୍ରାନ୍ସ), ଆଏଶା ମ୍କଫରନ (ଆୟରଲାଣ୍ଡ), ମେଗୁମି କାଜେୟାମା (ଜାପାନ)	0.9552	0.9925	0.9646
736	[[0.9077785]]	There is no vaccine available for either people or animals against the disease, it said.	ଏହି ରୋଗ ବିରୋଧରେ ଲୋକ କିମ୍ବା ପଶୁମାନଙ୍କ ପାଇଁ କୌଣସି ଟୀକା ଉପଲବ୍ଧ ନାହିଁ ବୋଲି ସୂଚନାରେ କୁହାଯାଇଛି।	0.9077785	True	True	ସମସ୍ୟାର ବିରୁଦ୍ଧରେ ମାନବ କିମ୍ବା ପଶୁ ପାଇଁ କୋଇ ଭେକ୍ସିନ ଉପଲବ୍ଧ ନାହିଁ ବୋଲା ଗଲା।	ଏହି ରୋଗ ପାଇଁ ମଣିଷ କିମ୍ବା ପଶୁମାନଙ୍କ ପାଇଁ କୌଣସି ଟୀକା ଉପଲବ୍ଧ ନାହିଁ, ଏହା କହିଲା।	ରୋଗ ବିରୁଦ୍ଧରେ ମନୁଷ୍ୟ କିମ୍ବା ପଶୁଙ୍କ ପାଇଁ କୌଣସି ଟିକା ଉପଲବ୍ଧ ନାହିଁ, ଏହା କହିଲା।	0.9960	0.9650	0.9581
779	[[0.90098286]]	Salman, along with Saif Ali Khan, Neelam, Tabu, Sonali Bendre and Dushyant Singh are all accused in the case.	ସଲମାନଙ୍କ ସହ ଏହି ମାମଲାରେ ବଲିଉଡ ଅଭିନେତା ସୈଫ ଅଲ୍ଲୀ ଖାନ, ନିଲମ, ତବୁ, ସୋନାଲି ବେନ୍ଦ୍ରେ ଓ ଦୁଷ୍ୟନ୍ତ ସିଂହ ପ୍ରମୁଖ ଅଭିଯୁକ୍ତ ଥିଲେ।	0.90098286	True	True	ସଲମାନ, ସୈଫ ଆଲି ଖାନ, ନୀଲମ, ତାବୁ, ସୋନାଲି ବେଣ୍ଡ୍ରେ ଓ ଦୁଶ୍ୟାନ୍ତ ସିଂହ ଯେହେତୁ ସମସ୍ତ ଅପରାଧରେ ଦୋଷୀ ବୋଲା ହୋଇଛନ୍ତି।	ସଲମାନ, ସାଇଫ ଅଲୀ ଖାନ, ନୀଳମ୍, ତବୁ, ସୋନାଳୀ ବେନ୍ଦ୍ରେ ଏବଂ ଦୁଷ୍ୟନ୍ତ ସିଂହ୍ ସମେତ ସମସ୍ତେ ଏଇ ମାମଲାରେ ଅଭିଯୁକ୍ତ।	ସଲମାନ, ସୈଫ ଅଲି ଖାନ, ନୀଲମ, ତବୁ, ସୋନାଲୀ ବେନ୍ଦ୍ରେ ଏବଂ ଦୁଶ୍ୟନ୍ତ ସିଂହ ଏହି କେଶରେ ସମସ୍ତ ଅଭିଯୁକ୍ତ ।	0.9642	0.9622	0.9588
786	[[0.9105505]]	Friends, one is getting to see and hear of many such examples day by day.	ବନ୍ଧୁଗଣ, ଏଭଳି ଅନେକ ଉଦାହରଣ, ପ୍ରତିଦିନ ଦେଖିବାକୁ ଓ ଶୁଣିବାକୁ ମିଳୁଛି।	0.9105505	True	True	ସୁହବାତ, ଦିନଦିନ ଏମିତି ଅନେକ ଉଦାହରଣ ଦେଖିବା ଓ ଶୁଣିବା ପାଇଁ ପାଇଁ ପାଇଅନ୍।	ବନ୍ଧୁମାନେ, ଦିନକୁ ଦିନ ଏପରି ଅନେକ ଉଦାହରଣ ଦେଖିବାକୁ ଏବଂ ଶୁଣିବାକୁ ମିଳୁଛି |	ସାଥୀମାନେ, ଦିନକୁ ଦିନ ଅନେକ ଏପରି ଉଦାହରଣ ଦେଖିବାକୁ ଓ ଶୁଣିବାକୁ ମିଳୁଅଛି।	0.9691	0.9297	0.9751
842	[[0.9057703]]	We have informed it to the higher authorities.	ଏ ସଂପର୍କରେ ଆମେ ଉଚ୍ଚ କର୍ତ୍ତୃପକ୍ଷଙ୍କୁ ଜଣାଇଛୁ ବୋଲି ପ୍ରକାଶ କରିଛନ୍ତି।	0.9057703	False	True	ଆମେ ଏହା ଉଚ୍ଚ ଅଧିକାରୀଙ୍କୁ ଜାଣାଇ ଦିଯାଇଛୁ।	ଏହାକୁ ଆମେ ଉଚ୍ଚ କର୍ତ୍ତୃପକ୍ଷଙ୍କୁ ସୂଚନା ଦେଇଛୁ।	ଆମେ ଉଚ୍ଚ ଅଧିକାରୀଙ୍କୁ ଏହା ଜଣାଇଛୁ ।	0.9614	0.9614	0.9291
850	[[0.9074486]]	The film is being produced by Oberois father Suresh Oberoi and Sandip Ssingh.	ଫିଲ୍ମ କୁ ବିବେକଙ୍କ ବାପା ସୁରେଶ ଓବରାୟ ଓ ସନ୍ଦୀପ ସିଂ ପ୍ରଡ୍ୟୁସ୍‌ କରୁଛନ୍ତି।	0.9074486	True	True	ଚଳଚ୍ଚିତ୍ରଟି ସୁରେଶ ଓବେରଓଇ ଓ ସନ୍ଦିପ୍ ସିଂହ ଦ୍ୱାରା ଉତ୍ପାଦନ କରାଯାଇଛି।	ଏହି ଚଳଚ୍ଚିତ୍ରଟି ଓବେରୋଇଙ୍କ ପିତା ସୁରେଶ ଓବେରୋଇ ଏବଂ ସନ୍ଦୀପ ସିଂହ ଦ୍ୱାରା ପ୍ରସ୍ତୁତ ହେଉଛି।	ଚଳଚ୍ଚିତ୍ରଟି ଓବେରୋଇଙ୍କ ପିତା ସୁରେଶ ଓବେରୋଇ ଏବଂ ସନ୍ଦୀପ ସିଂଙ୍କଦ୍ୱାରା ନିର୍ମିତ ହେଉଛି।	0.9902	0.9983	0.9977
859	[[0.90186274]]	She has also won several awards for her performances.	ସେ ନିଜ ଅଭିନୟ ପାଇଁ ବହୁଥର ପୁରସ୍କାର ମଧ୍ୟ ଜିତିସାରିଛନ୍ତି ।	0.90186274	True	True	ସେ ତାଙ୍କୁ ପ୍ରଦର୍ଶନ ପାଇଁ ଅନେକ ପୁରସ୍କାର ଜିତିଥିବେ।	ସେ ତାଙ୍କ ଭାବନାପୂର୍ଣ୍ଣ ଅଭିନୟ ପାଇଁ ମଧ୍ୟ ଅନେକ ପୁରସ୍କାର ଜିତିଛନ୍ତି।	ସେ ତାଙ୍କ ପ୍ରଦର୍ଶନ ପାଇଁ ଅନେକ ପୁରସ୍କାର ମଧ୍ୟ ଜିତିଛନ୍ତି।	0.9951	0.9956	1.
899	[[0.92788154]]	Answer - Firstly, it is important for you to know that no formal initiative like NRC has been started at the national level.	ଉତ୍ତର – ସର୍ବପ୍ରଥେମ ଆପଣଙ୍କୁ ଏହା ଜାଣିବା ଦରକାର ଯେ, ରାଷ୍ଟ୍ରୀୟ ସ୍ତରରେ ଏନ୍‌ଆରସି ପରି କେୌଣସି ଔପଚାରିକ ଆରମ୍ଭ ହୋଇନାହିଁ।	0.92788154	True	True	ଉତ୍ତର - ପ୍ରଥମେ, ତୁମକୁ ଜାଣିବା ମୁଖ୍ୟ ଯେ କୋଣାମାଣଙ୍କରୁ NRC ଏମିତି କୋଣାମାଣଙ୍କ ସ୍ତରରେ ଆରମ୍ଭ ହୋଇ ନାହିଁ ଏମିତି କୌଣସି ସମ୍ପ୍ରଦାୟିକ ଉଦ୍ଦିଷ୍ଟି ନେଇ ପାଇନା।	ଉତ୍ତର - ପ୍ରଥମେ, ଆପଣଙ୍କ ପାଇଁ ଏହା ଜାଣିବା ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ଯେ ଜାତୀୟ ସ୍ତରରେ ଏନଆରସି ଭଳି କୌଣସି ଔପଚାରିକ ପ୍ରୟାସ ଆରମ୍ଭ କରାଯାଇନାହିଁ।	ପ୍ରଥମେ, ତୁମ୍ଭର ଜାଣିବା ଆବଶ୍ୟକ ଯେ ଜାତୀୟ ସ୍ତରରେ NRC ପରି କୌଣସି ଆନୁଷ୍ଠାନିକ ଉଦ୍ୟମ ଆରମ୍ଭ ହୋଇନାହିଁ ।	0.9164	0.9596	0.9133
1001	[[0.92223084]]	The State government and the temple administration are fully ready for the rath yatra.	ରଥଯାତ୍ରା ପାଇଁ ରାଜ୍ୟ ସରକାର ଏବଂ ଶ୍ରୀ ମନ୍ଦିର ପ୍ରଶାସନ ପୂରା ପ୍ରସ୍ତୁତ।	0.92223084	True	True	ରାଜ୍ୟ ସରକାର ଏବଂ ମନ୍ଦିର ପ୍ରଶାସନ ରଥ ୟାତ୍ରା ପାଇଁ ସମ୍ପୂର୍ଣ୍ଣ ପ୍ରସ୍ତୁତ ଅଛନ୍ତି।	ରାଜ୍ୟ ସରକାର ଏବଂ ମନ୍ଦିର ପ୍ରଶାସନ ରଥ ଯାତ୍ରା ପାଇଁ ପୂର୍ଣ୍ଣ ଭାବେ ସୁସଜ୍ଜିତ।	ରାଜ୍ୟ ସରକାର ଏବଂ ମନ୍ଦିର ପ୍ରଶାସନ ରଥଯାତ୍ରା ପାଇଁ ସମ୍ପୂର୍ଣ୍ଣ ପ୍ରସ୍ତୁତ ଅଛି।	0.9977	0.9977	1.0000
1030	[[0.9066949]]	There were fourteen persons, all from Maharashtra, in the boat when the incident took place.	ଦୁର୍ଘଟନା ସମୟରେ ମହାରାଷ୍ଟ୍ରରୁ ଆସିଥିବା ଚଉଦ ଜଣ ଲୋକ ଡଙ୍ଗାରେ ଥିଲେ।	0.9066949	True	True	ଘଟନା ଘଟିବରେ ନୌକାରେ ମହାରାଷ୍ଟ୍ରରୁ ସମସ୍ତଙ୍କ ଠାରୁ ଚାଉ ବ୍ୟକ୍ତି ଆସନ୍ତା ପାଇଁ ବାରୁ ପାଇଁ ଥିଲା।	ଯେତେବେଳେ ଘଟଣାଟି ଘଟିଲା, ବୋଟରେ ଚଉଦ ଜଣ ଲୋକ ଥିଲେ, ସମସ୍ତେ ମହାରାଷ୍ଟ୍ରରୁ ଆସିଥିଲେ।	ଘଟଣା ଘଟିବା ସମୟରେ ନାଓରେ ମହାରାଷ୍ଟ୍ରରୁ ଆସିଥିବା ଚଉଦି ଜଣ ଥିଲେ ।	0.9756	0.9377	1.0000
1069	[[0.93371415]]	Rajasthan BJP president and Rajya Sabha MP Madan Lal Saini dies	ବିଜେପିର ରାଜସ୍ଥାନ ରାଜ୍ୟ ସଭାପତି ତଥା ରାଜ୍ୟସଭା ସାଂସଦ ମଦନ ଲାଲ ସୈନୀଙ୍କ ପରଲୋକ	0.93371415	True	True	ରାଜସ୍ଥାନ ଭାରତୀୟ ଜନତା ପାର୍ଟୀ ସ୍ଥାପକ ଏବଂ ରାଜ୍ୟ ସଭା ସାଂସଦ ମଦନ ଲାଲ ସାଇନି ମୃତ୍ୟୁ ହେଉଛନ୍ତି।	ରାଜସ୍ଥାନ BJP ଅଧ୍ୟକ୍ଷ ଏବଂ ରାଜ୍ୟସଭା ସାଂସଦ ମଦନ ଲାଲ ସାଇନୀ ଅତିରିକ୍ତ ଜୀବନରେ ପ୍ରବେଶ କରିଛନ୍ତି।	ରାଜସ୍ଥାନ ବିଜେପି ଅଧ୍ୟକ୍ଷ ଓ ରାଜ୍ୟ ସଭା ସାଂସଦ ମଦନଲାଲ ସାଇନୀ ପରଲୋକ ଗଲେ	0.9058	0.8444	1.0000
1140	[[0.9572799]]	The Prime Minister, Shri Narendra Modi, today inaugurated various projects in Junagadh district.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ଜୁନାଗଡ଼ ଜିଲ୍ଲାରେ ବିଭିନ୍ନ ପ୍ରକଳ୍ପ ଉଦ୍ଘାଟନ କରିଥିଲେ ।	0.9572799	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦି, ଆଜି ଜୁନାଗଡ ଜିଲ୍ଲାରେ ବିଭିନ୍ନ ପ୍ରକଳ୍ପଗୁଡ଼ିକ ଉଦ୍ଘାଟନ କରିଛନ୍ତି।	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ଜୁନାଗଢ଼ ଜିଲ୍ଲାରେ ବିଭିନ୍ନ ପ୍ରକଳ୍ପଗୁଡ଼ିକର ଉଦ୍ଘାଟନ କଲେ।	ଆଜି ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଜୁନାଗଡ଼ ଜିଲ୍ଲାରେ ବିଭିନ୍ନ ପ୍ରକଳ୍ପଗୁଡ଼ିକୁ ଉଦ୍ଘାଟନ କରିଥିଲେ।	0.9580	1.	1.
1162	[[0.9053395]]	Major Shweta Pandey will assist the Prime Minister in unfurling the National Flag.	ମେଜର ଶ୍ୱେତା ପାଣ୍ଡେ ଜାତୀୟ ପତାକା ଉତୋଳନ ସମୟରେ ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କୁ ସହାୟତା କରିବେ।	0.9053395	True	True	ମେଜର ଶ୍ୱେତା ପାଣ୍ଡେଇ ଜାତୀୟ ପତାକା ଉନ୍ନତି କରିବାରେ ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ ସହାୟତା କରିବାରେ ଥାଉଚନ୍ତୁ।	ମେଜର ଶ୍ୱେତା ପାଣ୍ଡେ ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କୁ ଜାତୀୟ ପତାକା ଉତ୍ତୋଳନରେ ସାହାଯ୍ୟ କରିବେ।	ମେଜର ଶ୍ୱେତା ପାଣ୍ଡେ ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ ସହିତ ଜାତୀୟ ପତାକା ଉନ୍ମୋଚନ କରିବେ।	0.9977	0.9968	0.9968
1192	[[0.91091645]]	Prime Minister's Office Telephonic Conversation between PM and Amir of the State of atar Prime Minister Shri Narendra Modi had a telephonic conversation today with His Highness Sheikh Tamim Bin Hamad al Thani, the Amir of the State of atar.	ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ କାର୍ଯ୍ୟାଳୟ ପ୍ରଧାନମନ୍ତ୍ରୀ ଓ କତାରର ଅମିରଙ୍କ ମଧ୍ୟରେ ଟେଲିଫୋନ ବାର୍ତ୍ତାଳାପ ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି (ଗୁରୁବାର ଦିନ) କତାର ରାଜ୍ୟର ଅମିର ମହାମହିମ ଶେଖ ତମିମ ବିନ ହମଦ ଅଲ ଥାନିଙ୍କ ସହ ଟେଲିଫୋନ ଯୋଗେ ଆଲୋଚନା କରିଥିଲେ ।	0.91091645	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ କାର୍ଯ୍ୟାଲୟରେ ଫୋନ୍ ଆଲାପ: PM ଏବଂ ଅଟାର ରାଜ୍ୟର ଅମୀର ମଧ୍ୟରେ ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦିଙ୍କ ଆଜି ଅଟାର ରାଜ୍ୟର ଅମୀର ହିଶ୍ନେଛ୍ ଶେଇଖ ତାମିଁ ବିନ୍ ହାମଦ୍ ଆଲ ଥାନୀ ମାଧ୍ୟମରେ ଫୋନ୍ ଆଲାପ ହୋଇଥିଲା।	ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ କାର୍ଯ୍ୟାଳୟ ସଂଯୁକ୍ତ ରାଜ୍ୟର ଆମିରଙ୍କ ସହିତ ଦୂରଭାଷ ଆଲୋଚନା: ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ସଂଯୁକ୍ତ ରାଜ୍ୟର ଆମିର ହଜରତ ଶେଖ ତମୀମ ବିନ୍ ହମାଦ୍ ଆଲ୍ ଥାନିଙ୍କ ସହିତ ଦୂରଭାଷ ଆଲୋଚନା କରିଥିଲେ।	ପ୍ରଧାନମନ୍ତ୍ରୀ କାର୍ଯ୍ୟାଳୟରେ ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଏବଂ କତର ରାଜ୍ୟର ଆମୀର ହିସ୍ ହାଇନେସ୍ ଶେଖ୍ ତମିମ୍ ବିନ୍ ହମଦ୍ ଆଲ୍ ଥାନୀଙ୍କ ମଧ୍ୟରେ ଆଜି ଏକ ଟେଲିଫୋନିକ୍ ଆଲୋଚନା ହୋଇଛି।	0.9408	0.9619	0.9619
1204	[[0.9057064]]	The Prime Minister, Shri Narendra Modi, today attended a programme organized by the Banaskantha Cooperative Milk Producers Union (Banas Dairy) at Deesa in Gujarat.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି (୧୦.୧୨.୨୦୧୬) ଗୁଜରାଟର ଦୀସାଠାରେ ବନସକଣ୍ଠ ସମବାୟ ଦୁଗ୍ଧ ଉତ୍ପାଦକ ୟୁନିୟନ ଦ୍ଵାରା ଆୟୋଜିତ ଏକ କାର୍ଯ୍ୟକ୍ରମରେ ଯୋଗଦେଇଥିଲେ ।	0.9057064	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦି, ଆଜି ଗୁଜରାଟରେ ଡିସାରେ ବନସ୍ ଡେରି ଦ୍ଵାରା ସଂଗଠିତ ଏକ କାର୍ଯ୍ୟକ୍ରମରେ ଉପସ୍ଥିତ ହେଲେ।	ପ୍ରଧାନମନ୍ତ୍ରୀ, ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ, ଆଜି ଗୁଜରାଟର ଦିସାରେ ବନାସକାଁଠା ସହକାରୀ ଦୁଗ୍ଧ ଉତ୍ପାଦକ ସଂଘ (ବନାସ ଡେୟାରୀ) ଦ୍ୱାରା ଆୟୋଜିତ କାର୍ଯ୍ୟକ୍ରମରେ ଯୋଗ ଦେଲେ।	ଆଜି ଗୁଜରାଟର ଦେସାରେ ବନାସକାନ୍ଥା ସହକାରୀ ଦୁଗ୍ଧ ଉତ୍ପାଦକ ସଂଘର (ବନାସ ଡେରି) ଆୟୋଜିତ କାର୍ଯ୍ୟକ୍ରମରେ ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଯୋଗ ଦେଇଥିଲେ ।	0.9284	0.9247	0.9646
1264	[[0.91171753]]	Locals spotted the body in the morning and informed police.	ଆଜି ସକାଳେ ସ୍ଥାନୀୟ ଲୋକେ ମୃତଦେହ ଦେଖି ପୋଲିସକୁ ଖବର ଦେଇଥିଲେ ।	0.91171753	True	True	ସ୍ଥାନୀୟ ମାନୁଷମାନଙ୍କ ସୁବାସରେ ଦେହ ଦେଖିପାରିବେ ଏବଂ ପୋଲିସକୁ ଜାଣାଇଥିଲେ।	ସ୍ଥାନୀୟ ଲୋକେ ଗୋଟିଏ ଲାଶ ଉପଲବ୍ଧ କରିଥିଲେ ଏବଂ ସକାଳ ବେଳେ ପୋଲିସକୁ ସୂଚନା ଦେଇଥିଲେ।	ସ୍ଥାନୀୟମାନେ ସକାଳେ ଶବକୁ ଦେଖିଲେ ଏବଂ ପୁଲିସକୁ ସୂଚନା ଦେଲେ।	0.9956	0.9826	0.9956
1315	[[0.9263437]]	They immediately informed about it to the fire brigade.	ସେମାନେ ତତକ୍ଷଣାତ ଅଗ୍ନିଶମ ବିଭାଗକୁ ଏ ସମ୍ପର୍କରେ ଖବର ଦେଇଥିଲେ ।	0.9263437	True	True	ସେମାନଙ୍କୁ ତେନି ଘଟନାକୁ ପୁରାପୁରି ଅଗ୍ନି ବ୍ରିଗେଡରେ ଜାଣାଇଲେ।	ସେମାନେ ସମ୍ପ୍ରତି ଏହା ବିଷୟରେ ଅଗ୍ନିଶାମକ ଦଳକୁ ସୂଚନା ଦେଲେ।	ସେମାନେ ତାହା ବିଷୟରେ ଅଗ୍ନିଶାମ ବ୍ରିଗେଡକୁ ତତ୍କ୍ଷଣ ସୂଚନା ଦେଇଥିଲେ।	0.9951	1.	1.
1323	[[0.9038726]]	During the scuffle, 4 policemen were also injured.	ଗୁଳି ବିନିମୟରେ ୪ ଜଣ ପୁଲିସ୍‌ କର୍ମଚାରୀ ମଧ୍ୟ ଆହତ ହୋଇଛନ୍ତି।	0.9038726	False	True	ଝେଳିକୁ ସମୟରେ, 4ଜଣ ପୋଲିସ ଅଧିକାରୀ ଚୋଟ ପାଇଥିଲେ।	ଘୁଷୁଣ୍ଡି ଦ୍ୱାରାନ୍ତରେ, ୪ ଜଣ ପୁଲିସ ମାନେ ମଧ୍ୟ ଆହତ ହୋଇଥିଲେ।	ଧକ୍କାରେ ୪ ଜଣ ପୁଲିସ କର୍ମୀ ମଧ୍ୟ ଆହତ ହେଲେ।	0.9346	0.9576	0.9956
1326	[[0.9067791]]	These banks include State Bank of India, Punjab National Bank, Union Bank of India and Bank Of Baroda.	ଏହି ଋଣ ପ୍ରଦାନକାରୀ ବ୍ୟାଙ୍କଗୁଡିକରେ ପଞ୍ଜାବ ନ୍ୟାସନାଲ ବ୍ୟାଙ୍କ, ଇଣ୍ଡିଆନ ବ୍ୟାଙ୍କ, ୟୁନିଅନ ବ୍ୟାଙ୍କ ଅଫ ଇଣ୍ଡିଆ, ବ୍ୟାଙ୍କ ଅଫ ବରୋଦା, ମହାରାଷ୍ଟ୍ର ବ୍ୟାଙ୍କ ଏବଂ ବ୍ୟାଙ୍କ ଅଫ ଇଣ୍ଡିଆ ଅନ୍ତର୍ଭୁକ୍ତ ।	0.9067791	True	True	ଏହା ବ୍ୟାଙ୍କ ମଧ୍ୟରେ ଭାରତୀୟ ରାଜ୍ୟ ବାଙ୍କ, ପଞ୍ଜାବ ନେସନାଲ ବାଙ୍କ, ଇୟୁନିୟନ ବାଙ୍କ ଅଫ୍ ଇଣ୍ଡିଆ ଏବଂ ବ୍ୟାଙ୍କ ଅଫ୍ ବରୋଡା ଥାଏ।	ଏହି ବ୍ୟାଙ୍କଗୁଡ଼ିକରେ ଭାରତ ସ୍ଟେଟ୍ ବ୍ୟାଙ୍କ, ପଞ୍ଜାବ ନାସିଓନାଲ୍ ବ୍ୟାଙ୍କ, ଇଉନିଅନ୍ ବ୍ୟାଙ୍କ ଅଫ୍ ଇଣ୍ଡିଆ ଏବଂ ବ୍ୟାଙ୍କ ଅଫ୍ ବଡୋଡା ସମ୍ମିଳିତ ଅଟନ୍ତି।	ଏହି ବ୍ୟାଙ୍କଗୁଡ଼ିକ ଭାରତୀୟ ଷ୍ଟେଟ୍ ବ୍ୟାଙ୍କ, ପଞ୍ଜାବ୍ ନ୍ୟାସନାଲ୍ ବ୍ୟାଙ୍କ, ଭାରତୀୟ ୟୁନିୟନ୍ ବ୍ୟାଙ୍କ ଏବଂ ବ୍ୟାଙ୍କ ଅଫ୍ ବରୋଡାକୁ ସାମିଲ୍ କରିଥାଏ ।	0.9777	0.9756	0.9755
1335	[[0.91248655]]	I express my deepest condolences to his family and friends.	ତାଙ୍କ ପରିବାର ଓ ବନ୍ଧୁପରିଜନଙ୍କ ପ୍ରତି ମୋର ଗଭୀର ସମବେଦନା ରହିଛି।	0.91248655	True	True	ମୁଁ ତାଙ୍କ ପରିବାର ଓ ବନ୍ଧୁମାନଙ୍କୁ ମୋ ଗଭୀର ଶୋକ ପ୍ରକଟ କରୁଛି।	ମୁଁ ତାଙ୍କ ପରିବାର ଓ ମିତ୍ରମାନଙ୍କ ପାଇଁ ଆପଣା ଶୋକ ଜଣାଉଛି।	ତାଙ୍କ ପରିବାର ଓ ବନ୍ଧୁମାନଙ୍କୁ ମୁଁ ସର୍ବାଧିକ ସମବେଦନା ପ୍ରକାଶ କରୁଛି।	0.9968	1.0000	1.0000
1349	[[0.9069646]]	We built homes according to local requirements and wishes of the people.	ଆମେ ସ୍ଥାନୀୟ ଲୋକଙ୍କ ଆବଶ୍ୟକତା ଏବଂ ଜନସାଧାରଣଙ୍କ ଇଚ୍ଛା ଅନୁଯାୟୀ ଗୃହ ନିର୍ମାଣ କରିଛୁ ।	0.9069646	True	True	ଆମେ ସ୍ଥାନୀୟ ଆବଶ୍ୟକତା ଓ ମାନଙ୍କ ଇଚ୍ଛା ଅନୁଯାୟୀ ଘର ନିର୍ମାଣ କରିଥାୟ।	ଆମେ ସ୍ଥାନୀୟ ଆବଶ୍ୟକତା ଏବଂ ଲୋକମାନଙ୍କ ଇଚ୍ଛାଅନୁସାରେ ଘର ନିର୍ମାଣ କରିଛୁ।	ଆମେ ସ୍ଥାନୀୟ ଆବଶ୍ୟକତା ଏବଂ ଲୋକଙ୍କ ଇଚ୍ଛା ଅନୁସାରେ ଘର ନିର୍ମାଣ କରିଥିଲେ।	0.9977	0.9902	0.9977
1360	[[0.934785]]	It also helps to reduce weight.	ଏହା ସହ ଓଜନ କମ କରିବାରେ ମଧ୍ୟ ଏହା ବେଶ ସହାୟକ ହୁଏ ।	0.934785	False	True	ଏହା ଓଜନ କମ୍ କରିବାରେ ସହାୟକ ହେଉଛି।	ଏହା ଓଜନ କମାଇବାରେ ମଧ୍ୟ ସହାୟକ।	ଏହା ଓଜନ କମାଇବାରେ ସହାୟତା କରେ ।	0.9438	0.9093	0.9093
