idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans
6396	[[0.9139694]]	Also, Egypt possesses the largest oil refinery capacity in Africa 726,000 bbl/d (in 2012).	అలాగే ఈజిప్టు ఆఫ్రికాలో అతిపెద్ద చమురు శుద్ధి సామర్ధ్యం (726,000 బిబిఎల్ / డి (2012 లో)) కలిగి ఉంది.	0.9139694	True	True	ఆఫ్రికాలో ఎక్కువ ఆయిల్ రిఫైనరీ యాత్రకవిజ్ఞానం యునాయిటెడ్ ఎంబిరేట్స్ రాజ్యంలో ఉంది 726,000 bbl/d (2012 లో).	ఇవి కూడా, ఈజిప్ట్ 2012 లో ఆఫ్రికాలో అతిపెద్ద చమురు శుద్ధి సామర్థ్యాన్ని కలిగి ఉంది, 726,000 బారెల్స్/రోజుకు.	ఆఫ్రికాలో అతిపెద్ద ఆయిల్ రిఫైనరీ సామర్థ్యం 726,000 బారెల్స్/డే (2012 లో) ను ఈజిప్ట్ కలిగి ఉంది.
6405	[[0.9026854]]	Good morning, and welcome to the 4th week of this course on fluid dynamics and Turbo machines.	﻿ గుడ్ మార్నింగ్, మరియు ద్రవ డైనమిక్స్ మరియు టర్బో యంత్రాలు ఈ కోర్సు యొక్క 4 వ వారం స్వాగతం.	0.9026854	True	True	శుభోదయం, ఈ ఫ్లూఇడ్ డైనామిక్స్ మరియు టర్బో యంత్రాల కోర్సులో 4వ వారంలో స్వాగతం.	శుభోదయం, మరియు ద్రవ గతి శాస్త్రం మరియు టర్బో యంత్రాలపై ఈ కోర్సు యొక్క 4వ వారానికి స్వాగతం.	శుభోదయం, ఈ ఫ్లుయిడ్ డైనమిక్స్ మరియు టర్బో మెషీన్స్ కోర్సు యొక్క 4వ వారానికి స్వాగతం.
6455	[[0.9271062]]	Ministry of Health and Family Welfare Cabinet approves proposal for promulgation of the Indian Medical Council (Amendment) Second Ordinance, 2019 The Union Cabinet chaired by Prime Minister Narendra Modi has approved the following proposals: Promulgation of an Ordinance, namely the Indian Medical Council (Amendment) Second Ordinance, 2019 and To bring in necessary official amendments in the Indian Medical Council (Amendment) Bill, 2018 pending in Parliament for replacing the said Ordinance.	ఆరోగ్య, కుటుంబ సంక్షేమ‌ మంత్రిత్వ శాఖ ఇండియ‌న్ మెడిక‌ల్ కౌన్సిల్ (స‌వ‌ర‌ణ‌) రెండో ఆర్డినెన్స్‌, 2019ని జారీ చేయాల‌న్న ప్ర‌తిపాద‌న‌ కు ఆమోదం తెలిపిన మంత్రివర్గం ఈ దిగువన పేర్కొన్న ప్ర‌తిపాద‌న‌ల‌ కు ప్ర‌ధాన మంత్రి శ్రీ న‌రేంద్ర మోదీ అధ్య‌క్ష‌త‌ న జ‌రిగిన కేంద్ర మంత్రివ‌ర్గ స‌మావేశం ఆమోదం తెలిపింది: 1. ఒక ఆర్డినెన్స్ ను ‘‘ది ఇండియ‌న్ మెడిక‌ల్ కౌన్సిల్ (అమెండ్‌మెంట్‌) సెంక‌డ్ ఆర్డినెన్స్‌, 2019 పేరు తో జారీ చేయ‌డం’’. మ‌రియు 2.	0.9271062	True	True	ఆరోగ్య మరియు కుటుంబ సంక్షేమ మంత్రాలయం మంత్రి సభ భారతీయ వైద్యశాస్త్ర కౌన్సిల్ (సంశోధన) రెండవ అర్డినెన్స్, 2019 ప్రచురించడానికి సూచనను అనుమోదిస్తున్నది. ప్రధాని నరేంద్ర మోదీ ఆదేశంతో చలన చేసే క్యాబినెట్, 2018లో అవసరమైన అధికారిక సవరణలను తెరివేసుకుంటుంది. భారతీయ వైద్యశాస్త్ర కౌన్సిల్ (సంశోధన) బిల్, 2018లో ఉన్న సమయంలో ఆ అర్డినెన్స్ని స్థానంతారానికి పార్లమెంటులో ఉన్నది.	ఆరోగ్య మరియు కుటుంబ సంక్షేమ మంత్రిత్వ శాఖ భారత వైద్య మండలి (సవరణ) రెండవ ఆర్డినెన్స్, 2019 జారీకి కేబినెట్ ప్రతిపాదనను ఆమోదించింది. ప్రధాన మంత్రి నరేంద్ర మోదీ అధ్యక్షతన ఉన్న కేంద్ర మంత్రివర్గం ఈ క్రింది ప్రతిపాదనలను ఆమోదించింది: ఆర్డినెన్స్ జారీ, అనగా భారత వైద్య మండలి (సవరణ) రెండవ ఆర్డినెన్స్, 2019 మరియు పార్లమెంటులో పెండింగ్‌లో ఉన్న భారత వైద్య మండలి (సవరణ) బిల్లు, 2018లో అవసరమైన అధికారిక సవరణలను తీసుకురావడం, ఈ ఆర్డినెన్స్‌ను భర్తీ చేయడానికి.	ఆరోగ్య మరియు కుటుంబ సంక్షేమ మంత్రిత్వ శాఖ మండలి భారతీయ వైద్య మండలి (సవరణ) రెండవ ఆదేశిక ప్రకటనకు అనుమతినిచ్చింది. ప్రధాన మంత్రి నరేంద్ర మోడీ అధ్యక్షతన జరిగిన కేంద్ర మండలి క్రింది ప్రతిపాదనలను ఆమోదించింది: భారతీయ వైద్య మండలి (సవరణ) రెండవ ఆదేశిక, 2019 ప్రకటన మరియు పార్లమెంటులో పెండింగ్ ఉన్న భారతీయ వైద్య మండలి (సవరణ) బిల్లు, 2018 లో అవసరమైన అధికారిక సవరణలు తీసుకురావడానికి.
6468	[[0.9185786]]	The movie is jointly produced by Sohail Khan, Atul Agnihotri and Salman Khan.	ఈ చిత్రాన్ని సొహైల్ ఖాన్, అతుల్ అగ్నిహోత్రిలతో కలిసి సల్మాన్ నిర్మిస్తున్నారు.	0.9185786	True	True	ఈ సినిమా సోహైల్ ఖాన్, అతుల్ అగ్నిహోత్రి మరియు సల్మాన్ ఖాన్ యొక్క సహకారంగా నిర్మిస్తున్నారు.	సినిమాను సోహైల్ ఖాన్, అతుల్ అగ్నిహోత్రి మరియు సల్మాన్ ఖాన్ కలిసి నిర్మించారు.	సోహైల్ ఖాన్, అతుల్ అగ్నిహోత్రి, సల్మాన్ ఖాన్ లు కలిసి ఈ సినిమాను నిర్మించారు.
6509	[[0.90250635]]	State Ministers Kamineni Srinivas, P Manikyala Rao, Narsapuram MP Gokaraju Ganga Raju, the BJP floor leader in the Assembly P Vishnu Kumar Raju, MLCs Somu Veerraju, P V N Madhav and other senior leaders attended the meeting.	ఈ సమావేశంలో రాష్ట్ర మంత్రలు కామినేని శ్రీనివాస్‌, పీ మాణిక్యాలరావు, ఎంపీ గోకరాజు గంగరాజు, బీజేపీ శాసనపభక్ష నేత పీ విస్ణుకుమార్‌రాజు, శాసనమండలి సభ్యులు సోము వీర్రాజు, మాధవ్‌, ఎమ్మెల్యే ఆకుల సత్యనారాయణ, కేంద్ర మాజీ మంత్రి కావూరి సాంబశివరావు, రాష్ట్ర ప్రధాన కార్యదర్శి సతీష్‌ తదితరులు పాల్గొన్నారు.	0.90250635	True	True	రాష్ట్ర మంత్రులు కామినేని శ్రీనివాస్, పి మణిక్యాల రావు, నరసాపురం MP గోకరాజు గంగా రాజు, అసెంబ్లీలో భాజపా ఫ్లోర్ లీడర్ పి విష్ణు కుమార్ రాజు, MLCs సోము వీరరాజు, పి వి ఎన్ మాధవ్ మరియు ఇతర ప్రముఖ నేతలు సభకు హాజరైంది.	రాష్ట్ర మంత్రులు కమినేని శ్రీనివాస్, పి మణిక్యాల రావు, నరసాపురం ఎంపీ గోకరాజు గంగారాజు, అసెంబ్లీ బీజేపీ ఫ్లోర్ లీడర్ పి విష్ణు కుమార్ రాజు, ఎంఎల్పీలు సోము వీర్రాజు, పివిఎన్ మాధవ్ మరియు ఇతర సీనియర్ నాయకులు ఈ సమావేశానికి హాజరయ్యారు.	రాష్ట్ర మంత్రులు కామినేని శ్రీనివాస్, పి మాణిక్యాల రావు, నర్సాపురం ఎంపీ గోకరాజు గంగరాజు, అసెంబ్లీలో బీజేపీ ఫ్లోర్ లీడర్ పి విష్ణు కుమార్ రాజు, ఎంఎల్‌సీలు సోము వీర్రాజు, పి వి ఎన్ మాధవ్ మరియు ఇతర సీనియర్ నాయకులు ఈ సమావేశంలో పాల్గొన్నారు.
6515	[[0.9398744]]	Apart from Hindi, the film will also release in Tamil and Telugu.	తెలుగుతోపాటు తమిళ, హిందీ బాషల్లోకీ ఈ సినిమాని డబ్‌ చేసి విడుదల చేయనున్నారు.	0.9398744	True	True	హిందీకి పైన వచ్చే సినిమా తమిళం మరియు తెలుగులో కూడా విడుదల అవుతుంది.	హిందీతో పాటు, ఈ చిత్రం తమిళం మరియు తెలుగు భాషల్లో కూడా విడుదల కానుంది.	హిందీ తో పాటు, ఈ సినిమా తమిళం, తెలుగులో కూడా విడుదల అవుతుంది.
6537	[[0.9581392]]	Police have registered a case and are investigating into the incident.	ఇక ఈ ఘటనపై పోలీసులు కేసు నమోదు చేసుకుని దర్యాప్తు చేస్తున్నారు.	0.9581392	True	True	పోలీసు ఒక కేసును నమోదు చేసినవి మరియు ఘటనలో తనాజనా చేస్తోంది.	పోలీసులు కేసు నమోదు చేసి సంఘటనపై దర్యాప్తు చేస్తున్నారు.	పోలీసులు కేసు నమోదు చేసి, సంఘటనపై దర్యాప్తు చేస్తున్నారు.
6720	[[0.9243156]]	Between 1977 and 1979, worldwide merchandise sales (in-store and on tour) reached an estimated $100 million.	1977 మరియు 1979 మధ్య, ప్రపంచవ్యాప్త వాణిజ్య అమ్మకాలు (దుకాణాలలో మరియు పర్యటనలలో) అంచనాల ప్రకారం $100 మిల్లియన్లు చేరింది.	0.9243156	True	True	1977 నుండి 1979 వరకు, ప్రపంచవ్యాప్తంగా వ్యాపార అమ్మాయిక విక్రయాలు (స్టోరులో మరియు పర్యటనలో) స్థిమితంగా $100 మిలియన్ లక్షలు చేరాయి.	1977 నుండి 1979 వరకు, ప్రపంచవ్యాప్తంగా వస్త్రాల అమ్మకాలు (ఇన్-స్టోర్ మరియు టూర్‌లో) సుమారు $100 మిలియన్‌కు చేరుకున్నాయి.	1977 నుండి 1979 వరకు, ప్రపంచవ్యాప్తంగా వస్తువుల అమ్మకాలు (దుకాణంలో మరియు పర్యటనలో) $100 మిలియన్ల అంచనాకు చేరుకున్నాయి.
6739	[[0.90644157]]	He will report to Walmart India CEO Krish Iyer, the company said in a statement.	వాల్‌మార్ట్ ఇండియా సిఇఒ క్రిష్ అయర్‌కు ఆయన రిపోర్ట్ చేసినట్టు కంపెనీ ఒక ప్రకటనలో పేర్కొంది.	0.90644157	True	True	కంపెనీ ప్రకటనలో అతను వాల్‌మార్ట్ ఇండియా సీఈఒ కృష్ అయర్‌కు నివేదించడం చెప్పింది.	అతను వాల్‌మార్ట్ ఇండియా సిఇఒ కృష్ణ అయ్యర్‌కు నివేదిక ఇస్తాడు, అని ఆ సంస్థ ఒక ప్రకటనలో తెలిపింది.	అతను వాల్మార్ట్ ఇండియా సీఈవో కృష్ణ అయ్యర్ కి నివేదిక ఇవ్వబోతున్నాడు, కంపెనీ ప్రకటనలో చెప్పింది.
6769	[[0.9143834]]	The earlier contract is expiring on 24th March 2017.	ఇదివరకు కుదుర్చుకున్న ఒప్పందం గడువు 2017 మార్చి 24 నాడు తీరిపోనుంది.	0.9143834	True	True	ముందుగా చేసిన ఒప్పందం 2017 మార్చి 24 న ముగిస్తోంది.	ముందస్తు ఒప్పందం 2017 మార్చి 24న ముగుస్తుంది.	2017 మార్చి 24న మునుపటి ఒప్పందం కాలం చేస్తుంది.
6931	[[0.91441345]]	Scientists at Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST), Trivandrum, Kerala, an autonomous institute under the Department of Science and Technology (DST), Government of India, have designed two technologies to fight COVID-19 pandemic.	కేరళలోని  త్రివేండ్రంలో కేంద్ర ప్రభుత్వ సైన్స్ అండ్ టెక్నాలజీ (డిఎస్టి) ఆధ్వర్యంలోని స్వయంప్రతిపత్తి సంస్థ శ్రీ చిత్ర తిరునల్ ఇన్స్టిట్యూట్ ఫర్ మెడికల్ సైన్సెస్ అండ్ టెక్నాలజీ (ఎస్సీటిఐఎంఎస్టి) లోని శాస్త్రవేత్తలు కోవిడ్ -19 మహమ్మారిపై పోరాడటానికి రెండు సాంకేతిక పరిజ్ఞానాలను రూపొందించారు.	0.91441345	True	True	భారత ప్రభుత్వం విభాగంలో స్వతంత్ర సంస్థాయిన శ్రీ చిత్ర తిరునాల్ ఆరోగ్య శాస్త్రము మరియు సాంకేతిక సాంకేతికి సిటిమెస్ట్ (ఎస్సీటిఐఎంఎస్టి), త్రివంద్రమ్, కేరళలో కోవిడ్-19 పాండెమిక్ను ఎదుర్కోవడానికి రెండు తాంత్రికాల రూపొందించారు.	తిరువనంతపురం, కేరళలోని శ్రీचित्र తిరునాల్ వైద్య శాస్త్ర సాంకేతిక సంస్థ (SCTIMST), భారత ప్రభుత్వ శాస్త్ర సాంకేతిక శాఖ (DST) పరిధిలోని స్వాయత్త సంస్థ శాస్త్రవేత్తలు, కోవిడ్-19 మహమ్మారిని ఎదుర్కొనేందుకు రెండు సాంకేతికతలను రూపొందించారు.	భారత ప్రభుత్వం యొక్క సైన్స్ అండ్ టెక్నాలజీ విభాగం (డిఎస్టి) కింద స్వయంప్రతిపత్తి సంస్థగా ఉన్న తిరువనంతపురం, కేరళలోని శ్రీ చిత్ర తిరునాళ్ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్ అండ్ టెక్నాలజీ (ఎస్సీటిఐఎంఎస్టి) లోని శాస్త్రవేత్తలు కోవిడ్-19 మహమ్మారిని ఎదుర్కొనేందుకు రెండు సాంకేతికతలను రూపొందించారు.
7021	[[0.9240662]]	Heavy rains have lashed out at various locations in the state.	రాష్ట్రంలో పలు చోట్ల ఈదురు గాలులతో కూడిన భారీ వర్షాలు కురిశాయి.	0.9240662	True	True	రాష్ట్రంలో వివిధ స్థలాలలో భారీ వర్షాలు పడేసాయి.	భారీ వర్షాలు రాష్ట్రంలోని పలు ప్రాంతాలను ముంచెత్తాయి.	రాష్ట్రంలో వివిధ ప్రాంతాల్లో భారీ వర్షాలు కురిసాయి.
7059	[[0.9258356]]	The beach runs from near Fort St. George in the north to Foreshore Estate in the south, a distance of 6.0 km (3.7 mi), making it the longest natural urban beach in the country.	ఈ బీచ్ ఉత్తరాన ఫోర్ట్ సెయింట్ జార్జ్ దగ్గర నుండి దక్షిణాన ఫోర్‌షోర్ ఎస్టేట్ వరకు నడుస్తుంది, ఇది 6.0 కిమీ (3.7 మైళ్ళు) దూరం, ఇది దేశంలోని పొడవైన సహజ పట్టణ బీచ్‌గా నిలిచింది.	0.9258356	True	True	తుర్లు పట్టణ సెంట్ జార్జ్ కోటలోని సమీపంలో నుండి ఆగాలోకం ఎస్టేట్ వరకు ఉంది, 6.0 కిమీ (3.7 మైలు) దూరం ఉంది, దేశంలో అత్యంత పొడవుగా ఉన్న ప్రాకృతిక నగర తుర్లు .	సముద్రతీరం ఉత్తరాన ఫోర్ట్ సెంట్ జార్జ్ దగ్గర నుంచి దక్షిణాన ఫోర్‌షోర్ ఎస్టేట్ వరకు 6.0 కిమీ (3.7 మైళ్లు) పొడవుగా ఉంది, ఇది దేశంలోనే అత్యంత పొడవైన సహజ నగర సముద్రతీరం.	ఉత్తరంలో ఫోర్ట్ సెయింట్ జార్జి నుండి దక్షిణంలో ఫోరెషోర్ ఎస్టేట్ వరకు 6.0 కి.మీ. (3.7 మైళ్ళు) దూరంలో ఉన్న దేశంలోనే అతి పొడవైన సహజ నగర బీచ్.
7107	[[0.9248959]]	In 1954 Shell Oil developed the average freight rate assessment (AFRA) system which classifies tankers of different sizes.	1954లో షెల్ ఆయిల్ వివిధ పరిమాణాల ట్యాంకర్లను వర్గీకరించే సగటు భార ధర అంచనా (average freight rate assessment) (AFRA) వ్యవస్థను అభివృద్ధి చేసింది.	0.9248959	True	True	1954లో షెల్ ఆయిల్ అద్దె రేటు అనలుగా (AFRA) వ్యవస్థను అభివృద్ధించింది, ఈ వ్యవస్థ వివిధ పరిమాణాల యంత్రాలను వర్గీకరిస్తుంది.	1954లో షెల్ ఆయిల్ సగటు సరుకు రవాణా రేటు అంచనా (AFRA) వ్యవస్థను అభివృద్ధి చేసింది, ఇది వివిధ పరిమాణాల ట్యాంకర్లను వర్గీకరిస్తుంది.	1954లో షెల్ ఆయిల్ అవరేజ్ ఫ్రైట్ రేట్ అసెస్మెంట్ (ఎఫ్రా) వ్యవస్థను అభివృద్ధి చేసింది, ఇది వివిధ పరిమాణాల ట్యాంకర్లను వర్గీకరిస్తుంది.
7164	[[0.91337496]]	Delhi registered another 5,329 daily recoveries while Maharashtra 3,796 new recoveries.	ఢిల్లీ లో 5,329 రోజువారి రిక‌వ‌రీలు న‌మోదు కాగా మ‌హారాష్ట్ర 3,706 కొత్త రిక‌ర‌వరీల‌ను న‌మోదు చేసింది.	0.91337496	True	True	దिल్లీలో మరో 5,329 రోజుల బహిళాలు నమోదు అయ్యాయి జరుగుతున్నాయి, మహారాష్ట్రలో 3,796 కొత్త బహిళాలు ఉంది.	ఢిల్లీ 5,329 రోజువారీ కోలుకునేవారిని నమోదు చేసింది, అంతేకాక మహారాష్ట్ర 3,796 కొత్త కోలుకునేవారిని నమోదు చేసింది.	ఢిల్లీ 5,329 రోజువారీ కోలుకున్నవారిని నమోదు చేసింది, మహారాష్ట్ర 3,796 కొత్త కోలుకున్నవారిని నమోదు చేసింది.
7171	[[0.9232599]]	So, in stone age that is the 10000 BC, and here some materials were discovered that was the ceramic wood, skin, fibers, woods and stone were used as for their armory.	కాబట్టి, క్రీస్తుపూర్వం 10000 రాతి యుగంలో, మరియు ఇక్కడ కొన్ని పదార్థాలు కనుగొనబడ్డాయి, అవి సిరామిక్ కలప, చర్మం, fibers, woods మరియు రాయిని వారి ఆయుధాల కోసం ఉపయోగించారు.	0.9232599	True	True	కాబట్టి, పథర యుగంలో అందుబాటులో 10000 BC అయినది, ఇక్కడ కొన్ని నిర్మాణ వస్తువులు కనుబడుచున్నాయి, అవి సెరామిక్ మరబాకం, తొల తోలు, కానపులు, చిట్టులు మరియు పథరాలు అనుకూలంగా ఉపయోగించబడేవి.	కాబట్టి, దొంగపాళం యుగం అంటే 10000 BC లో, ఇక్కడ కొన్ని పదార్థాలు కనుగొనబడ్డాయి, అవి సిరామిక్, చెక్క, తోలు, నారలు, చెక్క మరియు రాళ్లు వారి ఆయుధాల తయారీలో ఉపయోగించబడ్డాయి.	అందుకే, 10000 BC లో రాతి యుగంలో, ఇక్కడ కొన్ని సామగ్రిని కనుగొన్నారు, అవి సిరామిక్ కలప, చర్మం, ఫైబర్స్, కలప, రాతిని వారి ఆయుధాలుగా ఉపయోగించారు.
7244	[[0.9154978]]	Firefox wont remember any of your history or cookies, but new bookmarks will be saved.	ఫైర్ఫాక్స్ మీ చరిత్ర లేదా కుకీలను ఏవీ గుర్తుంచుకోదు, కానీ కొత్త బుక్మార్క్లు సేవ్ చేయబడుతుంది.	0.9154978	True	True	ఫైర్ఫాక్స్ మీ చరిత్రను లేదా కుకీలను ఏవీ గుర్తుంచదు, కానీ కొత్త బుక్మార్కులు సేవ్ చేయబడుతాయి.	ఫైర్‌ఫాక్స్ మీ చరిత్ర లేదా కుకీలను గుర్తుంచుకోదు, కానీ కొత్త బుక్‌మార్క్‌లు సేవ్ చేయబడతాయి.	ఫైర్‌ఫాక్స్ మీ చరిత్ర లేదా కుకీలను గుర్తుంచుకోదు, కానీ కొత్త బుక్‌మార్కులు సేవ్ అవుతాయి.
7248	[[0.9444891]]	The song is in 14 languages which include Assamese, Bengali, Bhojpuri, Gujrati, Hindi, Kannada, Kashmiri , Malayalam, Marathi , Tamil , Telugu, Sindhi, Rajasthani, and Odiya.	ఈ గీతం 14 భారతీయ భాషలైన హిందీ, బెంగాలీ, మరాఠీ, గుజరాతీ, తమిళ్, తెలుగు, కన్నడ, మలయాళం, భోజ్‌పురి, అస్సామీ, కశ్మీరీ, సింధీ, రాజస్థానీ, మరియు ఒడియాలో ఉంది.	0.9444891	True	True	ఈ పాట అసామిస్, బంగాళి, భోజ్పురి, గుజరాతి, హిందీ, కన్నడ, కాశ్మీరి, మలయాళం, మరాఠి, తమిళ, తెలుగు, సింధీ, రాజస్థాని, మరియు ఒడియా భాషలలో ఉంది.	ఆ పాట 14 భాషల్లో ఉంది, అవి అస్సామీ, బెంగాలీ, భోజ్‌పురి, గుజరాతి, హిందీ, కన్నడ, కాశ్మీరీ, మలయాళం, మరాఠీ, తమిళం, తెలుగు, సింధీ, రాజస్థాని, మరియు ఒడియా.	పాట 14 భాషల్లో ఉంది, అవి అస్సామీ, బెంగాలీ, భోజ్‌పురి, గుజరాతీ, హిందీ, కన్నడ, కాశ్మీరీ, మలయాళం, మరాఠీ, తమిళం, తెలుగు, సింధీ, రాజస్థానీ, ఒడియా.
7368	[[0.90120924]]	HMDA officials have instructed the staff to notify the local police station of the toll plaza if they identified any passengers in the goods vehicles.	ఓఆర్‌ఆర్‌పై ప్రయాణించే సరుకు రవాణా వాహనాల్లో ప్రయాణికులున్నట్లుగా టోల్ ప్లాజా సిబ్బంది గుర్తిస్తే స్థానిక పోలీసుస్టేషన్‌కు సమాచారం అందించాలని హెచ్‌ఎండీఏ అధికారులు ఆదేశించారు.	0.90120924	True	True	HMDA అధికారులు పరిధి వాహనాల్లో ప్రయాణికులు గుర్తించడం వల్ల ప్రజాస్థానంలో ఉన్న పోలీస్ స్థానానికి నివేదించడంకు స్టాఫ్ని సూచించారు.	HMDA అధికారులు మాలవాహక వాహనాల్లో ప్రయాణికులను గుర్తిస్తే టోల్ ప్లాజా వద్ద స్థానిక పోలీస్ స్టేషన్‌కు తెలియజేయమని సిబ్బందికి సూచించారు.	హెచ్‌ఎండీఏ అధికారులు సరకు వాహనాల్లో ప్రయాణీకులను గుర్తించినట్లయితే స్థానిక పోలీస్ స్టేషన్‌కు తెలియజేయాలని సిబ్బందికి ఆదేశాలు ఇచ్చారు.
7514	[[0.9060023]]	When asked who is the PM candidate of the SP-BSP alliance, he said, It will be decided after the polls.	ఎస్పీ-బీఎస్‌పీ కూటమి తరఫున ఎవరు ప్రధాని అభ్యర్థి అని అడిగినప్పుడు ఎన్నికల తర్వాతే ఎవరనేది నిర్ణయిస్తారు అంటూ సమాధానమిచ్చారు.	0.9060023	True	True	SP-BSP యూనియన్ పీఎం ఉమ్మడిదారు ఎవరనో అడిగినప్పుడు, ఆ వారి పోల్స్ తరువాత తీర్చబడుతుందని చెప్పాడు.	ఎస్పీ-బీఎస్పీ సంకీర్ణం ప్రధాన మంత్రి అభ్యర్థి ఎవరు అని అడిగితే, ఆయన ఎన్నికల తర్వాత నిర్ణయిస్తామని అన్నారు.	ఎస్పీ-బీఎస్పీ అలయన్స్ ప్రధాని అభ్యర్థి ఎవరు అని అడిగినప్పుడు, అతను చెప్పాడు, ఎన్నికల తర్వాత నిర్ణయించబడుతుంది.
7547	[[0.92721844]]	Rahul Gandhi has to answer to the people of this country, he said.	రాహుల్ గాంధీ ఈ దేశ ప్రజలకు సమాధానం ఇవ్వవలసి ఉంటుంది అని ఆయన అన్నారు.	0.92721844	True	True	రాహుల్ గాంధీ ఈ దేశం వారికి సమాధానం ఇవ్వాలని చెప్పాడు.	"""ఈ దేశ ప్రజలకు రాహుల్ గాంధీ సమాధానం చెప్పాలి"" అని ఆయన అన్నారు."	ఈ దేశ ప్రజలకు రాహుల్ గాంధీ జవాబు చెప్పాలి, అన్నాడు.
7597	[[0.94975686]]	The makers plan to release the film in Hindi, Tamil and Telugu.	ఈ సినిమాని తెలుగు, తమిళ, హిందీ భాషల్లో తెరకెక్కించే ఆలోచనలో ఉన్నారు దర్శకనిర్మాతలు.	0.94975686	True	True	నిర్మాతలు సినిమాను హిందీ, తమిళ్ మరియు తెలుగులో విడుదల చేయడానికి ప్రణాళిస్తున్నారు.	చిత్ర నిర్మాతలు ఈ సినిమాను హిందీ, తమిళం మరియు తెలుగు భాషల్లో విడుదల చేయాలని యోచిస్తున్నారు.	చిత్ర నిర్మాతలు హిందీ, తమిళం మరియు తెలుగులో సినిమాను విడుదల చేయాలని ప్లాన్ చేస్తున్నారు.
7608	[[0.9186357]]	The Prime Minister, Shri Narendra Modi addressed the nation from the ramparts of the Red Fort on the 73rd Independence Day	భారతదేశం యొక్క 73వ స్వాతంత్ర్య దినం నాడు ప్రధాన మంత్రి శ్రీ నరేంద్ర మోదీ దేశ ప్రజల ను ఉద్దేశించి ఎర్ర కోట బురుజుల మీది నుండి ప్రసంగించారు	0.9186357	True	True	ప్రధాని మంత్రి శ్రీ నరేంద్ర మోదీ 73వ స్వాతంత్ర్య దినోత్సవం ప్రయోజనాల ప్రాకారాన్ని రెడ్ ఫోర్ట్ గోపురాల నుండి దేశానికి చేరబడింది.	ప్రధానమంత్రి శ్రీ నరేంద్ర మోదీ 73వ స్వాతంత్ర్య దినోత్సవం సందర్భంగా ఎర్రకోట ప్రాకారాల నుంచి దేశాన్ని ఉద్దేశించి ప్రసంగించారు.	ప్రధాన మంత్రి శ్రీ నరేంద్ర మోదీ లాల్ కిల్లా రాంపార్ట్స్ నుండి 73వ స్వాతంత్ర్య దినోత్సవం నాడు దేశాన్ని ఉద్దేశించి ప్రసంగించారు.
7639	[[0.95166767]]	But what is happening here?	కానీ, ఇక్కడ జరుగుతోంది ఏంటి? . శ్రమకు తగిన గుర్తింపు దక్కట్లేదు.	0.95166767	False	True	కానీ ఇక్కడ ఏమి జరుగుతుంది?	కానీ ఇక్కడ ఏమి జరుగుతోంది?	ఇక్కడ ఏమి జరుగుతుంది?
7667	[[0.9325452]]	With this, the petrol rate is Rs 76.77 and diesel Rs 70.75.	దీంతో అక్కడ పెట్రోల్ ధర లీటరు 76.77 రూపాయలుగానూ, డీజిల్ ధర లీటరు 70.75 రూపాయలుగానూ నిలిచాయి.	0.9325452	True	True	ఇదితో, పెట్రోల్ రేటు రూ. 76.77 మరియు డీజల్ రూ. 70.75 అవుతుంది.	దీనితో, పెట్రోల్ రేటు రూ. 76.77 మరియు డీజిల్ రూ. 70.75.	దీనితో పెట్రోల్ రేటు రూ. 76.77 కాగా డీజిల్ రూ. 70.75.
7675	[[0.92822963]]	However, fertiliser and steel production grew by 2.9 per cent and 5 per cent, respectively.	కాగా ఎరువులు, స్టీల్‌ ఉత్పత్తి మాత్రం వరుసగా 2.9 శాతం, 5 శాతం చొప్పున పెరిగాయని పేర్కొంది.	0.92822963	True	True	కానీ, ఉర్వరకం మరియు ఇస్పాత ఉత్పాదన గట్టించింది 2.9 శాతం మరియు 5 శాతం క్రమంగా.	అయితే, ఎరువుల మరియు ఉక్కు ఉత్పత్తి క్రమంగా 2.9 శాతం మరియు 5 శాతం పెరిగింది.	అయితే, ఎరువుల ఉత్పత్తి 2.9 శాతం, ఉక్కు ఉత్పత్తి 5 శాతం వృద్ధిని సాధించాయి.
7710	[[0.9343618]]	She had demanded a CBI probe into her husbands death.	తన భర్త హత్యపై సిబిఐ విచారణ జరిపించాలని ఆమె డిమాండ్ చేశారు.	0.9343618	True	True	ఆమె తన భర్తను మరణం చేసేందుకు CBI జారీచారు అనుకున్నారు.	ఆమె భర్త మరణం విషయంలో సీబీఐ దర్యాప్తు చేయాలని ఆమె డిమాండ్ చేశారు.	ఆమె తన భర్త మరణంపై సీబీఐ దర్యాప్తును డిమాండ్ చేసింది.
